1.000000000000000000000E+00	-1.99815918248560e-007	-2.04361327363886e-007	-2.11970197540936e-007	-2.21613961131035e-007	-2.30088281197866e-007
1.023292992280750000000E+00	-2.04470228889896e-007	-2.09121514184658e-007	-2.16907617716007e-007	-2.26776013416968e-007	-2.35447725755699e-007
1.047128548050900000000E+00	-2.09232952353072e-007	-2.13992580000301e-007	-2.21960045181102e-007	-2.32058305346949e-007	-2.40932007814248e-007
1.071519305237610000000E+00	-2.14106613897112e-007	-2.18977107514386e-007	-2.27130158800141e-007	-2.37463637662081e-007	-2.46544035212452e-007
1.096478196143180000000E+00	-2.19093797601875e-007	-2.24077739589381e-007	-2.32420699835800e-007	-2.42994876341103e-007	-2.52286783521521e-007
1.122018454301960000000E+00	-2.24197147738177e-007	-2.29297180647925e-007	-2.37834473402962e-007	-2.48654954119980e-007	-2.58163297622625e-007
1.148153621496880000000E+00	-2.29419370169809e-007	-2.34638198106756e-007	-2.43374349956035e-007	-2.54446872046867e-007	-2.64176693321322e-007
1.174897554939530000000E+00	-2.34763233788230e-007	-2.40103623844027e-007	-2.49043266810894e-007	-2.60373701073317e-007	-2.70330158999611e-007
1.202264434617410000000E+00	-2.40231571980664e-007	-2.45696355700807e-007	-2.54844229702294e-007	-2.66438583682529e-007	-2.76626957306444e-007
1.230268770812380000000E+00	-2.45827284132404e-007	-2.51419359017555e-007	-2.60780314377544e-007	-2.72644735555542e-007	-2.83070426887631e-007
1.258925411794170000000E+00	-2.51553337164098e-007	-2.57275668206383e-007	-2.66854668227313e-007	-2.78995447276225e-007	-2.89663984156035e-007
1.288249551693130000000E+00	-2.57412767104860e-007	-2.63268388359940e-007	-2.73070511954415e-007	-2.85494086075996e-007	-2.96411125102994e-007
1.318256738556410000000E+00	-2.63408680702001e-007	-2.69400696897775e-007	-2.79431141281471e-007	-2.92144097619165e-007	-3.03315427151948e-007
1.348962882591650000000E+00	-2.69544257068276e-007	-2.75675845251044e-007	-2.85939928698343e-007	-2.98949007829876e-007	-3.10380551055232e-007
1.380384264602880000000E+00	-2.75822749367489e-007	-2.82097160586468e-007	-2.92600325250273e-007	-3.05912424761596e-007	-3.17610242835057e-007
1.412537544622750000000E+00	-2.82247486539362e-007	-2.88668047570431e-007	-2.99415862367673e-007	-3.13038040510155e-007	-3.25008335769703e-007
1.445439770745930000000E+00	-2.88821875064586e-007	-2.95391990174189e-007	-3.06390153738539e-007	-3.20329633171340e-007	-3.32578752425967e-007
1.479108388168210000000E+00	-2.95549400770978e-007	-3.02272553521113e-007	-3.13526897224470e-007	-3.27791068844097e-007	-3.40325506738968e-007
1.513561248436210000000E+00	-3.02433630681718e-007	-3.09313385776964e-007	-3.20829876821328e-007	-3.35426303680383e-007	-3.48252706140382e-007
1.548816618912480000000E+00	-3.09478214906628e-007	-3.16518220084201e-007	-3.28302964665562e-007	-3.43239385982772e-007	-3.56364553736262e-007
