v1	Id(Mab)
1.669999999999995e-002	1.464026e-011
1.679999999999995e-002	1.467875e-011
1.689999999999995e-002	1.471735e-011
1.699999999999995e-002	1.475606e-011
1.709999999999995e-002	1.479487e-011
1.719999999999995e-002	1.483379e-011
1.729999999999995e-002	1.487282e-011
1.739999999999995e-002	1.491195e-011
1.749999999999995e-002	1.495119e-011
1.759999999999995e-002	1.499054e-011
1.769999999999995e-002	1.503000e-011
1.779999999999995e-002	1.506956e-011
1.789999999999995e-002	1.510924e-011
1.799999999999995e-002	1.514902e-011
1.809999999999995e-002	1.518891e-011
1.819999999999995e-002	1.522891e-011
1.829999999999995e-002	1.526902e-011
1.839999999999994e-002	1.530925e-011
1.849999999999994e-002	1.534958e-011
1.859999999999994e-002	1.539002e-011
1.869999999999994e-002	1.543058e-011
1.879999999999994e-002	1.547124e-011
1.889999999999994e-002	1.551202e-011
1.899999999999994e-002	1.555291e-011
1.909999999999994e-002	1.559391e-011
1.919999999999994e-002	1.563503e-011
1.929999999999994e-002	1.567626e-011
1.939999999999994e-002	1.571760e-011
1.949999999999994e-002	1.575905e-011
1.959999999999994e-002	1.580062e-011
1.969999999999994e-002	1.584230e-011
1.979999999999994e-002	1.588410e-011
1.989999999999994e-002	1.592601e-011
1.999999999999993e-002	1.596804e-011
2.009999999999993e-002	1.601018e-011
2.019999999999993e-002	1.605244e-011
2.029999999999993e-002	1.609482e-011
2.039999999999993e-002	1.613731e-011
2.049999999999993e-002	1.617992e-011
2.059999999999993e-002	1.622264e-011
2.069999999999993e-002	1.626548e-011
2.079999999999993e-002	1.630844e-011
2.089999999999993e-002	1.635152e-011
2.099999999999993e-002	1.639472e-011
2.109999999999993e-002	1.643803e-011
2.119999999999993e-002	1.648147e-011
2.129999999999993e-002	1.652502e-011
2.139999999999993e-002	1.656870e-011
2.149999999999993e-002	1.661249e-011
2.159999999999993e-002	1.665640e-011
2.169999999999992e-002	1.670044e-011
2.179999999999992e-002	1.674459e-011
2.189999999999992e-002	1.678887e-011
2.199999999999992e-002	1.683327e-011
2.209999999999992e-002	1.687779e-011
2.219999999999992e-002	1.692243e-011
2.229999999999992e-002	1.696720e-011
2.239999999999992e-002	1.701208e-011
2.249999999999992e-002	1.705710e-011
2.259999999999992e-002	1.710223e-011
2.269999999999992e-002	1.714749e-011
2.279999999999992e-002	1.719288e-011
2.289999999999992e-002	1.723838e-011
2.299999999999992e-002	1.728402e-011
2.309999999999992e-002	1.732977e-011
2.319999999999992e-002	1.737566e-011
2.329999999999992e-002	1.742167e-011
2.339999999999991e-002	1.746781e-011
2.349999999999991e-002	1.751407e-011
2.359999999999991e-002	1.756046e-011
2.369999999999991e-002	1.760698e-011
2.379999999999991e-002	1.765363e-011
2.389999999999991e-002	1.770040e-011
2.399999999999991e-002	1.774730e-011
2.409999999999991e-002	1.779433e-011
2.419999999999991e-002	1.784149e-011
2.429999999999991e-002	1.788878e-011
2.439999999999991e-002	1.793620e-011
2.449999999999991e-002	1.798375e-011
2.459999999999991e-002	1.803144e-011
2.469999999999991e-002	1.807925e-011
2.479999999999991e-002	1.812719e-011
2.489999999999991e-002	1.817527e-011
2.499999999999990e-002	1.822347e-011
2.509999999999990e-002	1.827181e-011
2.519999999999990e-002	1.832028e-011
2.529999999999990e-002	1.836889e-011
2.539999999999990e-002	1.841763e-011
2.549999999999990e-002	1.846650e-011
2.559999999999990e-002	1.851551e-011
2.569999999999990e-002	1.856465e-011
2.579999999999990e-002	1.861392e-011
2.589999999999990e-002	1.866334e-011
2.599999999999990e-002	1.871289e-011
2.609999999999990e-002	1.876257e-011
2.619999999999990e-002	1.881239e-011
2.629999999999990e-002	1.886235e-011
2.639999999999990e-002	1.891244e-011
2.649999999999990e-002	1.896267e-011
2.659999999999990e-002	1.901304e-011
2.669999999999989e-002	1.906355e-011
2.679999999999989e-002	1.911420e-011
2.689999999999989e-002	1.916498e-011
2.699999999999989e-002	1.921591e-011
2.709999999999989e-002	1.926697e-011
2.719999999999989e-002	1.931818e-011
2.729999999999989e-002	1.936952e-011
2.739999999999989e-002	1.942101e-011
2.749999999999989e-002	1.947264e-011
2.759999999999989e-002	1.952441e-011
2.769999999999989e-002	1.957632e-011
2.779999999999989e-002	1.962838e-011
2.789999999999989e-002	1.968057e-011
2.799999999999989e-002	1.973291e-011
2.809999999999989e-002	1.978540e-011
2.819999999999989e-002	1.983803e-011
2.829999999999988e-002	1.989080e-011
2.839999999999988e-002	1.994372e-011
2.849999999999988e-002	1.999679e-011
2.859999999999988e-002	2.004999e-011
2.869999999999988e-002	2.010335e-011
2.879999999999988e-002	2.015685e-011
2.889999999999988e-002	2.021050e-011
2.899999999999988e-002	2.026430e-011
2.909999999999988e-002	2.031824e-011
2.919999999999988e-002	2.037233e-011
2.929999999999988e-002	2.042658e-011
2.939999999999988e-002	2.048097e-011
2.949999999999988e-002	2.053550e-011
2.959999999999988e-002	2.059019e-011
2.969999999999988e-002	2.064503e-011
2.979999999999988e-002	2.070002e-011
2.989999999999988e-002	2.075516e-011
2.999999999999987e-002	2.081045e-011
3.009999999999987e-002	2.086590e-011
3.019999999999987e-002	2.092149e-011
3.029999999999987e-002	2.097724e-011
3.039999999999987e-002	2.103314e-011
3.049999999999987e-002	2.108920e-011
3.059999999999987e-002	2.114541e-011
3.069999999999987e-002	2.120177e-011
3.079999999999987e-002	2.125829e-011
3.089999999999987e-002	2.131496e-011
3.099999999999987e-002	2.137179e-011
3.109999999999987e-002	2.142878e-011
3.119999999999987e-002	2.148592e-011
3.129999999999987e-002	2.154322e-011
3.139999999999987e-002	2.160067e-011
3.149999999999988e-002	2.165828e-011
3.159999999999988e-002	2.171606e-011
3.169999999999988e-002	2.177399e-011
3.179999999999988e-002	2.183208e-011
3.189999999999989e-002	2.189032e-011
3.199999999999989e-002	2.194873e-011
3.209999999999989e-002	2.200730e-011
3.219999999999990e-002	2.206603e-011
3.229999999999990e-002	2.212492e-011
3.239999999999990e-002	2.218397e-011
3.249999999999990e-002	2.224319e-011
3.259999999999991e-002	2.230257e-011
3.269999999999991e-002	2.236211e-011
3.279999999999991e-002	2.242181e-011
3.289999999999992e-002	2.248168e-011
3.299999999999992e-002	2.254171e-011
3.309999999999992e-002	2.260190e-011
3.319999999999992e-002	2.266227e-011
3.329999999999993e-002	2.272279e-011
3.339999999999993e-002	2.278349e-011
3.349999999999993e-002	2.284435e-011
3.359999999999994e-002	2.290537e-011
3.369999999999994e-002	2.296657e-011
3.379999999999994e-002	2.302793e-011
3.389999999999994e-002	2.308946e-011
3.399999999999995e-002	2.315116e-011
3.409999999999995e-002	2.321303e-011
3.419999999999995e-002	2.327507e-011
3.429999999999996e-002	2.333728e-011
3.439999999999996e-002	2.339966e-011
3.449999999999996e-002	2.346221e-011
3.459999999999996e-002	2.352493e-011
3.469999999999997e-002	2.358783e-011
3.479999999999997e-002	2.365090e-011
3.489999999999997e-002	2.371414e-011
3.499999999999998e-002	2.377755e-011
3.509999999999998e-002	2.384114e-011
3.519999999999998e-002	2.390490e-011
3.529999999999998e-002	2.396884e-011
3.539999999999999e-002	2.403295e-011
3.549999999999999e-002	2.409725e-011
3.559999999999999e-002	2.416171e-011
3.570000000000000e-002	2.422635e-011
3.580000000000000e-002	2.429117e-011
3.590000000000000e-002	2.435617e-011
3.600000000000000e-002	2.442135e-011
3.610000000000001e-002	2.448670e-011
3.620000000000001e-002	2.455224e-011
3.630000000000001e-002	2.461795e-011
3.640000000000002e-002	2.468385e-011
3.650000000000002e-002	2.474992e-011
3.660000000000002e-002	2.481618e-011
3.670000000000002e-002	2.488262e-011
3.680000000000003e-002	2.494924e-011
3.690000000000003e-002	2.501604e-011
3.700000000000003e-002	2.508303e-011
3.710000000000004e-002	2.515020e-011
3.720000000000004e-002	2.521755e-011
3.730000000000004e-002	2.528509e-011
3.740000000000004e-002	2.535282e-011
3.750000000000005e-002	2.542073e-011
3.760000000000005e-002	2.548883e-011
3.770000000000005e-002	2.555711e-011
3.780000000000006e-002	2.562558e-011
3.790000000000006e-002	2.569424e-011
3.800000000000006e-002	2.576309e-011
3.810000000000006e-002	2.583213e-011
3.820000000000007e-002	2.590135e-011
3.830000000000007e-002	2.597077e-011
3.840000000000007e-002	2.604037e-011
3.850000000000008e-002	2.611017e-011
3.860000000000008e-002	2.618016e-011
3.870000000000008e-002	2.625034e-011
3.880000000000008e-002	2.632072e-011
3.890000000000009e-002	2.639128e-011
3.900000000000009e-002	2.646204e-011
3.910000000000009e-002	2.653300e-011
3.920000000000010e-002	2.660415e-011
3.930000000000010e-002	2.667549e-011
3.940000000000010e-002	2.674703e-011
3.950000000000010e-002	2.681877e-011
3.960000000000011e-002	2.689070e-011
3.970000000000011e-002	2.696283e-011
3.980000000000011e-002	2.703516e-011
3.990000000000012e-002	2.710768e-011
4.000000000000012e-002	2.718041e-011
4.010000000000012e-002	2.725333e-011
4.020000000000013e-002	2.732646e-011
4.030000000000013e-002	2.739978e-011
4.040000000000013e-002	2.747331e-011
4.050000000000013e-002	2.754704e-011
4.060000000000014e-002	2.762097e-011
4.070000000000014e-002	2.769510e-011
4.080000000000014e-002	2.776944e-011
4.090000000000015e-002	2.784398e-011
4.100000000000015e-002	2.791872e-011
4.110000000000015e-002	2.799367e-011
4.120000000000015e-002	2.806883e-011
4.130000000000016e-002	2.814419e-011
4.140000000000016e-002	2.821976e-011
4.150000000000016e-002	2.829554e-011
4.160000000000017e-002	2.837152e-011
4.170000000000017e-002	2.844771e-011
4.180000000000017e-002	2.852411e-011
4.190000000000017e-002	2.860072e-011
4.200000000000018e-002	2.867754e-011
4.210000000000018e-002	2.875457e-011
4.220000000000018e-002	2.883182e-011
4.230000000000019e-002	2.890927e-011
4.240000000000019e-002	2.898694e-011
4.250000000000019e-002	2.906482e-011
4.260000000000019e-002	2.914291e-011
4.270000000000020e-002	2.922122e-011
4.280000000000020e-002	2.929974e-011
4.290000000000020e-002	2.937848e-011
4.300000000000021e-002	2.945743e-011
4.310000000000021e-002	2.953660e-011
4.320000000000021e-002	2.961599e-011
4.330000000000021e-002	2.969559e-011
4.340000000000022e-002	2.977541e-011
4.350000000000022e-002	2.985545e-011
4.360000000000022e-002	2.993572e-011
4.370000000000023e-002	3.001620e-011
4.380000000000023e-002	3.009690e-011
4.390000000000023e-002	3.017783e-011
4.400000000000023e-002	3.025897e-011
4.410000000000024e-002	3.034034e-011
4.420000000000024e-002	3.042193e-011
4.430000000000024e-002	3.050374e-011
4.440000000000025e-002	3.058578e-011
4.450000000000025e-002	3.066804e-011
4.460000000000025e-002	3.075053e-011
4.470000000000025e-002	3.083325e-011
4.480000000000026e-002	3.091619e-011
4.490000000000026e-002	3.099936e-011
4.500000000000026e-002	3.108276e-011
4.510000000000027e-002	3.116639e-011
4.520000000000027e-002	3.125024e-011
4.530000000000027e-002	3.133433e-011
4.540000000000027e-002	3.141865e-011
4.550000000000028e-002	3.150319e-011
4.560000000000028e-002	3.158797e-011
4.570000000000028e-002	3.167298e-011
4.580000000000029e-002	3.175823e-011
4.590000000000029e-002	3.184370e-011
4.600000000000029e-002	3.192942e-011
4.610000000000029e-002	3.201537e-011
4.620000000000030e-002	3.210155e-011
4.630000000000030e-002	3.218797e-011
4.640000000000030e-002	3.227462e-011
4.650000000000031e-002	3.236152e-011
4.660000000000031e-002	3.244865e-011
4.670000000000031e-002	3.253602e-011
4.680000000000031e-002	3.262363e-011
4.690000000000032e-002	3.271148e-011
4.700000000000032e-002	3.279957e-011
4.710000000000032e-002	3.288790e-011
4.720000000000033e-002	3.297648e-011
4.730000000000033e-002	3.306530e-011
4.740000000000033e-002	3.315436e-011
4.750000000000033e-002	3.324366e-011
4.760000000000034e-002	3.333321e-011
4.770000000000034e-002	3.342301e-011
4.780000000000034e-002	3.351305e-011
4.790000000000035e-002	3.360334e-011
4.800000000000035e-002	3.369387e-011
4.810000000000035e-002	3.378466e-011
4.820000000000035e-002	3.387569e-011
4.830000000000036e-002	3.396698e-011
4.840000000000036e-002	3.405851e-011
4.850000000000036e-002	3.415029e-011
4.860000000000037e-002	3.424232e-011
4.870000000000037e-002	3.433461e-011
4.880000000000037e-002	3.442715e-011
4.890000000000037e-002	3.451995e-011
4.900000000000038e-002	3.461299e-011
4.910000000000038e-002	3.470630e-011
4.920000000000038e-002	3.479985e-011
4.930000000000039e-002	3.489367e-011
4.940000000000039e-002	3.498774e-011
4.950000000000039e-002	3.508207e-011
4.960000000000039e-002	3.517666e-011
4.970000000000040e-002	3.527151e-011
4.980000000000040e-002	3.536662e-011
4.990000000000040e-002	3.546198e-011
5.000000000000041e-002	3.555761e-011
5.010000000000041e-002	3.565350e-011
5.020000000000041e-002	3.574966e-011
5.030000000000041e-002	3.584608e-011
5.040000000000042e-002	3.594276e-011
5.050000000000042e-002	3.603971e-011
5.060000000000042e-002	3.613692e-011
5.070000000000043e-002	3.623440e-011
5.080000000000043e-002	3.633214e-011
5.090000000000043e-002	3.643015e-011
5.100000000000043e-002	3.652844e-011
5.110000000000044e-002	3.662699e-011
5.120000000000044e-002	3.672581e-011
5.130000000000044e-002	3.682490e-011
5.140000000000045e-002	3.692427e-011
5.150000000000045e-002	3.702390e-011
5.160000000000045e-002	3.712381e-011
5.170000000000045e-002	3.722399e-011
5.180000000000046e-002	3.732445e-011
5.190000000000046e-002	3.742518e-011
5.200000000000046e-002	3.752619e-011
5.210000000000047e-002	3.762748e-011
5.220000000000047e-002	3.772904e-011
5.230000000000047e-002	3.783088e-011
5.240000000000047e-002	3.793300e-011
5.250000000000048e-002	3.803540e-011
5.260000000000048e-002	3.813808e-011
5.270000000000048e-002	3.824104e-011
5.280000000000049e-002	3.834428e-011
5.290000000000049e-002	3.844781e-011
5.300000000000049e-002	3.855162e-011
5.310000000000049e-002	3.865571e-011
5.320000000000050e-002	3.876009e-011
5.330000000000050e-002	3.886476e-011
5.340000000000050e-002	3.896971e-011
5.350000000000051e-002	3.907495e-011
5.360000000000051e-002	3.918047e-011
5.370000000000051e-002	3.928629e-011
5.380000000000051e-002	3.939240e-011
5.390000000000052e-002	3.949880e-011
5.400000000000052e-002	3.960548e-011
5.410000000000052e-002	3.971246e-011
5.420000000000053e-002	3.981974e-011
5.430000000000053e-002	3.992730e-011
5.440000000000053e-002	4.003517e-011
5.450000000000053e-002	4.014332e-011
5.460000000000054e-002	4.025178e-011
5.470000000000054e-002	4.036053e-011
5.480000000000054e-002	4.046958e-011
5.490000000000055e-002	4.057892e-011
5.500000000000055e-002	4.068857e-011
5.510000000000055e-002	4.079852e-011
5.520000000000055e-002	4.090877e-011
5.530000000000056e-002	4.101931e-011
5.540000000000056e-002	4.113017e-011
5.550000000000056e-002	4.124132e-011
5.560000000000057e-002	4.135278e-011
5.570000000000057e-002	4.146455e-011
5.580000000000057e-002	4.157662e-011
5.590000000000057e-002	4.168900e-011
5.600000000000058e-002	4.180168e-011
5.610000000000058e-002	4.191468e-011
5.620000000000058e-002	4.202799e-011
5.630000000000059e-002	4.214160e-011
5.640000000000059e-002	4.225553e-011
5.650000000000059e-002	4.236976e-011
5.660000000000059e-002	4.248431e-011
5.670000000000060e-002	4.259918e-011
5.680000000000060e-002	4.271435e-011
5.690000000000060e-002	4.282985e-011
5.700000000000061e-002	4.294566e-011
5.710000000000061e-002	4.306179e-011
5.720000000000061e-002	4.317823e-011
5.730000000000061e-002	4.329499e-011
5.740000000000062e-002	4.341208e-011
5.750000000000062e-002	4.352948e-011
5.760000000000062e-002	4.364721e-011
5.770000000000063e-002	4.376526e-011
5.780000000000063e-002	4.388363e-011
5.790000000000063e-002	4.400232e-011
5.800000000000063e-002	4.412134e-011
5.810000000000064e-002	4.424069e-011
5.820000000000064e-002	4.436036e-011
5.830000000000064e-002	4.448036e-011
5.840000000000065e-002	4.460069e-011
5.850000000000065e-002	4.472134e-011
5.860000000000065e-002	4.484233e-011
5.870000000000065e-002	4.496365e-011
5.880000000000066e-002	4.508530e-011
5.890000000000066e-002	4.520729e-011
5.900000000000066e-002	4.532960e-011
5.910000000000067e-002	4.545226e-011
5.920000000000067e-002	4.557525e-011
5.930000000000067e-002	4.569857e-011
5.940000000000067e-002	4.582224e-011
5.950000000000068e-002	4.594624e-011
5.960000000000068e-002	4.607058e-011
5.970000000000068e-002	4.619526e-011
5.980000000000069e-002	4.632028e-011
5.990000000000069e-002	4.644565e-011
6.000000000000069e-002	4.657135e-011
6.010000000000070e-002	4.669741e-011
6.020000000000070e-002	4.682380e-011
6.030000000000070e-002	4.695055e-011
6.040000000000070e-002	4.707764e-011
6.050000000000071e-002	4.720507e-011
6.060000000000071e-002	4.733286e-011
6.070000000000071e-002	4.746099e-011
6.080000000000072e-002	4.758948e-011
6.090000000000072e-002	4.771832e-011
6.100000000000072e-002	4.784751e-011
6.110000000000072e-002	4.797705e-011
6.120000000000073e-002	4.810695e-011
6.130000000000073e-002	4.823721e-011
6.140000000000073e-002	4.836782e-011
6.150000000000074e-002	4.849878e-011
6.160000000000074e-002	4.863011e-011
6.170000000000074e-002	4.876180e-011
6.180000000000074e-002	4.889384e-011
6.190000000000075e-002	4.902625e-011
6.200000000000075e-002	4.915902e-011
6.210000000000075e-002	4.929215e-011
6.220000000000076e-002	4.942565e-011
6.230000000000076e-002	4.955951e-011
6.240000000000076e-002	4.969374e-011
6.250000000000076e-002	4.982834e-011
6.260000000000077e-002	4.996330e-011
6.270000000000077e-002	5.009863e-011
6.280000000000077e-002	5.023433e-011
6.290000000000078e-002	5.037041e-011
6.300000000000078e-002	5.050686e-011
6.310000000000078e-002	5.064368e-011
6.320000000000078e-002	5.078087e-011
6.330000000000079e-002	5.091844e-011
6.340000000000079e-002	5.105639e-011
6.350000000000079e-002	5.119471e-011
6.360000000000080e-002	5.133341e-011
6.370000000000080e-002	5.147250e-011
6.380000000000080e-002	5.161196e-011
6.390000000000080e-002	5.175180e-011
6.400000000000081e-002	5.189203e-011
6.410000000000081e-002	5.203264e-011
6.420000000000081e-002	5.217363e-011
6.430000000000082e-002	5.231501e-011
6.440000000000082e-002	5.245678e-011
6.450000000000082e-002	5.259893e-011
6.460000000000082e-002	5.274147e-011
6.470000000000083e-002	5.288441e-011
6.480000000000083e-002	5.302773e-011
6.490000000000083e-002	5.317145e-011
6.500000000000084e-002	5.331555e-011
6.510000000000084e-002	5.346006e-011
6.520000000000084e-002	5.360495e-011
6.530000000000084e-002	5.375025e-011
6.540000000000085e-002	5.389594e-011
6.550000000000085e-002	5.404203e-011
6.560000000000085e-002	5.418852e-011
6.570000000000086e-002	5.433541e-011
6.580000000000086e-002	5.448270e-011
6.590000000000086e-002	5.463040e-011
6.600000000000086e-002	5.477850e-011
6.610000000000087e-002	5.492700e-011
6.620000000000087e-002	5.507591e-011
6.630000000000087e-002	5.522523e-011
6.640000000000088e-002	5.537495e-011
6.650000000000088e-002	5.552509e-011
6.660000000000088e-002	5.567563e-011
6.670000000000088e-002	5.582659e-011
6.680000000000089e-002	5.597796e-011
6.690000000000089e-002	5.612974e-011
6.700000000000089e-002	5.628194e-011
6.710000000000090e-002	5.643456e-011
6.720000000000090e-002	5.658759e-011
6.730000000000090e-002	5.674104e-011
6.740000000000090e-002	5.689491e-011
6.750000000000091e-002	5.704920e-011
6.760000000000091e-002	5.720392e-011
6.770000000000091e-002	5.735905e-011
6.780000000000092e-002	5.751461e-011
6.790000000000092e-002	5.767059e-011
6.800000000000092e-002	5.782701e-011
6.810000000000092e-002	5.798384e-011
6.820000000000093e-002	5.814111e-011
6.830000000000093e-002	5.829881e-011
6.840000000000093e-002	5.845694e-011
6.850000000000094e-002	5.861550e-011
6.860000000000094e-002	5.877449e-011
6.870000000000094e-002	5.893393e-011
6.880000000000094e-002	5.909379e-011
6.890000000000095e-002	5.925409e-011
6.900000000000095e-002	5.941483e-011
6.910000000000095e-002	5.957601e-011
6.920000000000096e-002	5.973763e-011
6.930000000000096e-002	5.989969e-011
6.940000000000096e-002	6.006220e-011
6.950000000000096e-002	6.022514e-011
6.960000000000097e-002	6.038854e-011
6.970000000000097e-002	6.055238e-011
6.980000000000097e-002	6.071667e-011
6.990000000000098e-002	6.088141e-011
7.000000000000098e-002	6.104660e-011
7.010000000000098e-002	6.121224e-011
7.020000000000098e-002	6.137833e-011
7.030000000000099e-002	6.154487e-011
7.040000000000099e-002	6.171187e-011
7.050000000000099e-002	6.187933e-011
7.060000000000100e-002	6.204725e-011
7.070000000000100e-002	6.221562e-011
7.080000000000100e-002	6.238446e-011
7.090000000000100e-002	6.255375e-011
7.100000000000101e-002	6.272351e-011
7.110000000000101e-002	6.289373e-011
7.120000000000101e-002	6.306442e-011
7.130000000000102e-002	6.323558e-011
7.140000000000102e-002	6.340720e-011
7.150000000000102e-002	6.357929e-011
7.160000000000102e-002	6.375184e-011
7.170000000000103e-002	6.392488e-011
7.180000000000103e-002	6.409838e-011
7.190000000000103e-002	6.427236e-011
7.200000000000104e-002	6.444682e-011
7.210000000000104e-002	6.462175e-011
7.220000000000104e-002	6.479715e-011
7.230000000000104e-002	6.497304e-011
7.240000000000105e-002	6.514941e-011
7.250000000000105e-002	6.532627e-011
7.260000000000105e-002	6.550360e-011
7.270000000000106e-002	6.568141e-011
7.280000000000106e-002	6.585972e-011
7.290000000000106e-002	6.603851e-011
7.300000000000106e-002	6.621779e-011
7.310000000000107e-002	6.639755e-011
7.320000000000107e-002	6.657782e-011
7.330000000000107e-002	6.675857e-011
7.340000000000108e-002	6.693981e-011
