Freq.	V(mid)	V(out)
1.00000000000000e+06,5.74745949103317e+01,1.79991864792135e+02,8.00009564226422e+01,-8.29630428032605e-03
1.02329299228075e+06,5.74745949065248e+01,1.79991675298803e+02,8.00009564188339e+01,-8.48955002955780e-03
1.04712854805090e+06,5.74745949025385e+01,1.79991481391605e+02,8.00009564148461e+01,-8.68729705036816e-03
1.07151930523761e+06,5.74745948983643e+01,1.79991282967728e+02,8.00009564106704e+01,-8.88965019082934e-03
1.09647819614319e+06,5.74745948939934e+01,1.79991079921966e+02,8.00009564062979e+01,-9.09671674123806e-03
1.12201845430196e+06,5.74745948894165e+01,1.79990872146660e+02,8.00009564017194e+01,-9.30860649100215e-03
1.14815362149688e+06,5.74745948846239e+01,1.79990659531646e+02,8.00009563969250e+01,-9.52543178685231e-03
1.17489755493953e+06,5.74745948796054e+01,1.79990441964192e+02,8.00009563919047e+01,-9.74730759240974e-03
1.20226443461741e+06,5.74745948743505e+01,1.79990219328941e+02,8.00009563866478e+01,-9.97435154914122e-03
1.23026877081238e+06,5.74745948688478e+01,1.79989991507850e+02,8.00009563811432e+01,-1.02066840387341e-02
1.25892541179417e+06,5.74745948630859e+01,1.79989758380124e+02,8.00009563753791e+01,-1.04444282469243e-02
1.28824955169313e+06,5.74745948570523e+01,1.79989519822156e+02,8.00009563693434e+01,-1.06877102288105e-02
1.31825673855641e+06,5.74745948507345e+01,1.79989275707459e+02,8.00009563630232e+01,-1.09366589756905e-02
1.34896288259165e+06,5.74745948441188e+01,1.79989025906601e+02,8.00009563564051e+01,-1.11914064834539e-02
1.38038426460288e+06,5.74745948371914e+01,1.79988770287134e+02,8.00009563494752e+01,-1.14520878225676e-02
1.41253754462275e+06,5.74745948299376e+01,1.79988508713525e+02,8.00009563422187e+01,-1.17188412096921e-02
1.44543977074593e+06,5.74745948223418e+01,1.79988241047085e+02,8.00009563346201e+01,-1.19918080809658e-02
1.47910838816821e+06,5.74745948143881e+01,1.79987967145892e+02,8.00009563266635e+01,-1.22711331669956e-02
1.51356124843621e+06,5.74745948060595e+01,1.79987686864722e+02,8.00009563183319e+01,-1.25569645695951e-02
1.54881661891248e+06,5.74745947973384e+01,1.79987400054965e+02,8.00009563096076e+01,-1.28494538403101e-02
1.58489319246111e+06,5.74745947882063e+01,1.79987106564551e+02,8.00009563004721e+01,-1.31487560607725e-02
1.62181009735893e+06,5.74745947786438e+01,1.79986806237868e+02,8.00009562909062e+01,-1.34550299249270e-02
1.65958690743756e+06,5.74745947686307e+01,1.79986498915678e+02,8.00009562808894e+01,-1.37684378231721e-02
1.69824365246174e+06,5.74745947581456e+01,1.79986184435036e+02,8.00009562704005e+01,-1.40891459284612e-02
1.73780082874937e+06,5.74745947471664e+01,1.79985862629199e+02,8.00009562594172e+01,-1.44173242844100e-02
1.77827941003892e+06,5.74745947356698e+01,1.79985533327543e+02,8.00009562479164e+01,-1.47531468954549e-02
1.81970085860998e+06,5.74745947236313e+01,1.79985196355466e+02,8.00009562358735e+01,-1.50967918191125e-02
1.86208713666287e+06,5.74745947110255e+01,1.79984851534302e+02,8.00009562232631e+01,-1.54484412603877e-02
1.90546071796325e+06,5.74745946978256e+01,1.79984498681223e+02,8.00009562100584e+01,-1.58082816683805e-02
1.94984459975804e+06,5.74745946840036e+01,1.79984137609140e+02,8.00009561962313e+01,-1.61765038351436e-02
1.99526231496888e+06,5.74745946695302e+01,1.79983768126609e+02,8.00009561817526e+01,-1.65533029968426e-02
2.04173794466953e+06,5.74745946543747e+01,1.79983390037726e+02,8.00009561665915e+01,-1.69388789372718e-02
2.08929613085404e+06,5.74745946385049e+01,1.79983003142023e+02,8.00009561507160e+01,-1.73334360937822e-02
2.13796208950223e+06,5.74745946218872e+01,1.79982607234363e+02,8.00009561340922e+01,-1.77371836656760e-02
2.18776162394955e+06,5.74745946044864e+01,1.79982202104830e+02,8.00009561166850e+01,-1.81503357251263e-02
2.23872113856834e+06,5.74745945862654e+01,1.79981787538619e+02,8.00009560984574e+01,-1.85731113306807e-02
2.29086765276777e+06,5.74745945671858e+01,1.79981363315923e+02,8.00009560793707e+01,-1.90057346434078e-02
2.34422881531992e+06,5.74745945472069e+01,1.79980929211813e+02,8.00009560593845e+01,-1.94484350457501e-02
2.39883291901949e+06,5.74745945262865e+01,1.79980484996121e+02,8.00009560384565e+01,-1.99014472631445e-02
2.45470891568503e+06,5.74745945043801e+01,1.79980030433318e+02,8.00009560165421e+01,-2.03650114884763e-02
2.51188643150958e+06,5.74745944814413e+01,1.79979565282390e+02,8.00009559935949e+01,-2.08393735094314e-02
2.57039578276886e+06,5.74745944574214e+01,1.79979089296707e+02,8.00009559695662e+01,-2.13247848388155e-02
2.63026799189538e+06,5.74745944322695e+01,1.79978602223897e+02,8.00009559444051e+01,-2.18215028479084e-02
2.69153480392691e+06,5.74745944059323e+01,1.79978103805705e+02,8.00009559180582e+01,-2.23297909029245e-02
2.75422870333816e+06,5.74745943783537e+01,1.79977593777866e+02,8.00009558904696e+01,-2.28499185046519e-02
2.81838293126445e+06,5.74745943494755e+01,1.79977071869956e+02,8.00009558615808e+01,-2.33821614313439e-02
2.88403150312660e+06,5.74745943192363e+01,1.79976537805251e+02,8.00009558313305e+01,-2.39268018849393e-02
2.95120922666638e+06,5.74745942875719e+01,1.79975991300586e+02,8.00009557996546e+01,-2.44841286406876e-02
3.01995172040201e+06,5.74745942544153e+01,1.79975432066196e+02,8.00009557664858e+01,-2.50544372002603e-02
3.09029543251359e+06,5.74745942196960e+01,1.79974859805568e+02,8.00009557317538e+01,-2.56380299484279e-02
3.16227766016838e+06,5.74745941833404e+01,1.79974274215281e+02,8.00009556953849e+01,-2.62352163133867e-02
3.23593656929628e+06,5.74745941452715e+01,1.79973674984850e+02,8.00009556573021e+01,-2.68463129308196e-02
3.31131121482591e+06,5.74745941054084e+01,1.79973061796555e+02,8.00009556174244e+01,-2.74716438117785e-02
3.38844156139202e+06,5.74745940636667e+01,1.79972434325274e+02,8.00009555756674e+01,-2.81115405144773e-02
3.46736850452531e+06,5.74745940199577e+01,1.79971792238316e+02,8.00009555319424e+01,-2.87663423200856e-02
3.54813389233575e+06,5.74745939741888e+01,1.79971135195238e+02,8.00009554861568e+01,-2.94363964126181e-02
3.63078054770101e+06,5.74745939262628e+01,1.79970462847668e+02,8.00009554382133e+01,-3.01220580630130e-02
3.71535229097172e+06,5.74745938760782e+01,1.79969774839118e+02,8.00009553880103e+01,-3.08236908174984e-02
3.80189396320561e+06,5.74745938235285e+01,1.79969070804798e+02,8.00009553354413e+01,-3.15416666903466e-02
3.89045144994280e+06,5.74745937685021e+01,1.79968350371421e+02,8.00009552803948e+01,-3.22763663611175e-02
3.98107170553497e+06,5.74745937108825e+01,1.79967613157004e+02,8.00009552227541e+01,-3.30281793764960e-02
4.07380277804112e+06,5.74745936505473e+01,1.79966858770667e+02,8.00009551623968e+01,-3.37975043568315e-02
4.16869383470335e+06,5.74745935873686e+01,1.79966086812425e+02,8.00009550991950e+01,-3.45847492074870e-02
4.26579518801592e+06,5.74745935212124e+01,1.79965296872978e+02,8.00009550330146e+01,-3.53903313351122e-02
4.36515832240165e+06,5.74745934519383e+01,1.79964488533488e+02,8.00009549637152e+01,-3.62146778689526e-02
4.46683592150962e+06,5.74745933793995e+01,1.79963661365367e+02,8.00009548911498e+01,-3.70582258873145e-02
4.57088189614874e+06,5.74745933034420e+01,1.79962814930038e+02,8.00009548151645e+01,-3.79214226493039e-02
4.67735141287197e+06,5.74745932239047e+01,1.79961948778713e+02,8.00009547355982e+01,-3.88047258319639e-02
4.78630092322638e+06,5.74745931406190e+01,1.79961062452148e+02,8.00009546522820e+01,-3.97086037729344e-02
4.89778819368445e+06,5.74745930534081e+01,1.79960155480402e+02,8.00009545650392e+01,-4.06335357187642e-02
5.01187233627271e+06,5.74745929620872e+01,1.79959227382588e+02,8.00009544736848e+01,-4.15800120790072e-02
5.12861383991364e+06,5.74745928664624e+01,1.79958277666618e+02,8.00009543780250e+01,-4.25485346862361e-02
5.24807460249772e+06,5.74745927663309e+01,1.79957305828943e+02,8.00009542778569e+01,-4.35396170621122e-02
5.37031796370252e+06,5.74745926614804e+01,1.79956311354283e+02,8.00009541729681e+01,-4.45537846896530e-02
5.49540873857624e+06,5.74745925516884e+01,1.79955293715356e+02,8.00009540631359e+01,-4.55915752918406e-02
5.62341325190348e+06,5.74745924367221e+01,1.79954252372599e+02,8.00009539481276e+01,-4.66535391167193e-02
5.75439937337156e+06,5.74745923163377e+01,1.79953186773881e+02,8.00009538276990e+01,-4.77402392291339e-02
5.88843655355588e+06,5.74745921902796e+01,1.79952096354211e+02,8.00009537015949e+01,-4.88522518092623e-02
6.02559586074357e+06,5.74745920582807e+01,1.79950980535434e+02,8.00009535695476e+01,-4.99901664581013e-02
6.16595001861481e+06,5.74745919200608e+01,1.79949838725934e+02,8.00009534312772e+01,-5.11545865100680e-02
6.30957344480192e+06,5.74745917753268e+01,1.79948670320310e+02,8.00009532864903e+01,-5.23461293528808e-02
6.45654229034654e+06,5.74745916237718e+01,1.79947474699063e+02,8.00009531348798e+01,-5.35654267548918e-02
6.60693448007595e+06,5.74745914650742e+01,1.79946251228260e+02,8.00009529761241e+01,-5.48131252000416e-02
6.76082975391980e+06,5.74745912988973e+01,1.79944999259206e+02,8.00009528098864e+01,-5.60898862306172e-02
6.91830970918935e+06,5.74745911248889e+01,1.79943718128095e+02,8.00009526358143e+01,-5.73963867979905e-02
7.07945784384136e+06,5.74745909426796e+01,1.79942407155658e+02,8.00009524535384e+01,-5.87333196215274e-02
7.24435960074989e+06,5.74745907518832e+01,1.79941065646806e+02,8.00009522626721e+01,-6.01013935558550e-02
7.41310241300916e+06,5.74745905520947e+01,1.79939692890257e+02,8.00009520628106e+01,-6.15013339666823e-02
7.58577575029182e+06,5.74745903428906e+01,1.79938288158164e+02,8.00009518535298e+01,-6.29338831153742e-02
7.76247116628690e+06,5.74745901238269e+01,1.79936850705725e+02,8.00009516343861e+01,-6.43998005524817e-02
7.94328234724280e+06,5.74745898944391e+01,1.79935379770790e+02,8.00009514049143e+01,-6.58998635204368e-02
8.12830516164097e+06,5.74745896542407e+01,1.79933874573457e+02,8.00009511646280e+01,-6.74348673656267e-02
8.31763771102669e+06,5.74745894027220e+01,1.79932334315658e+02,8.00009509130173e+01,-6.90056259600639e-02
8.51138038202375e+06,5.74745891393496e+01,1.79930758180735e+02,8.00009506495485e+01,-7.06129721328769e-02
8.70963589956079e+06,5.74745888635649e+01,1.79929145333009e+02,8.00009503736629e+01,-7.22577581118496e-02
8.91250938133743e+06,5.74745885747829e+01,1.79927494917336e+02,8.00009500847752e+01,-7.39408559752440e-02
9.12010839355908e+06,5.74745882723910e+01,1.79925806058654e+02,8.00009497822727e+01,-7.56631581141437e-02
9.33254300796989e+06,5.74745879557479e+01,1.79924077861517e+02,8.00009494655137e+01,-7.74255777055660e-02
9.54992586021434e+06,5.74745876241818e+01,1.79922309409625e+02,8.00009491338264e+01,-7.92290491965903e-02
9.77237220955808e+06,5.74745872769896e+01,1.79920499765331e+02,8.00009487865071e+01,-8.10745287997617e-02
9.99999999999998e+06,5.74745869134347e+01,1.79918647969152e+02,8.00009484228191e+01,-8.29629950000306e-02
1.02329299228075e+07,5.74745865327461e+01,1.79916753039254e+02,8.00009480419912e+01,-8.48954490734971e-02
1.04712854805090e+07,5.74745861341161e+01,1.79914813970935e+02,8.00009476432154e+01,-8.68729156182360e-02
1.07151930523760e+07,5.74745857166994e+01,1.79912829736091e+02,8.00009472256459e+01,-8.88964430974824e-02
1.09647819614318e+07,5.74745852796104e+01,1.79910799282671e+02,8.00009467883970e+01,-9.09671043954649e-02
1.12201845430196e+07,5.74745848219222e+01,1.79908721534121e+02,8.00009463305413e+01,-9.30859973861842e-02
1.14815362149688e+07,5.74745843426637e+01,1.79906595388809e+02,8.00009458511075e+01,-9.52542455154327e-02
1.17489755493953e+07,5.74745838408187e+01,1.79904419719446e+02,8.00009453490788e+01,-9.74729983963697e-02
1.20226443461741e+07,5.74745833153224e+01,1.79902193372486e+02,8.00009448233902e+01,-9.97434324189614e-02
1.23026877081238e+07,5.74745827650603e+01,1.79899915167513e+02,8.00009442729268e+01,-1.02066751373614e-01
1.25892541179416e+07,5.74745821888652e+01,1.79897583896618e+02,8.00009436965209e+01,-1.04444187089323e-01
1.28824955169313e+07,5.74745815855150e+01,1.79895198323759e+02,8.00009430929500e+01,-1.06877000086688e-01
1.31825673855640e+07,5.74745809537299e+01,1.79892757184102e+02,8.00009424609337e+01,-1.09366480246123e-01
1.34896288259165e+07,5.74745802921697e+01,1.79890259183354e+02,8.00009417991314e+01,-1.11913947491633e-01
1.38038426460288e+07,5.74745795994313e+01,1.79887702997075e+02,8.00009411061395e+01,-1.14520752490498e-01
1.41253754462275e+07,5.74745788740453e+01,1.79885087269977e+02,8.00009403804881e+01,-1.17188277369265e-01
1.44543977074592e+07,5.74745781144729e+01,1.79882410615207e+02,8.00009396206378e+01,-1.19917936446389e-01
1.47910838816820e+07,5.74745773191032e+01,1.79879671613607e+02,8.00009388249771e+01,-1.22711176981943e-01
