1.86845883511311e-14  	1.99999999999999      	
1.86845883511311e-14  	2.99999999999999      	
1.86845883511312e-14  	3.99999999999999      	
1.86845883511312e-14  	4.99999999999999      	
1.86845883511312e-14  	5.99999999999999      	
1.86845883511312e-14  	6.99999999999999      	
1.86845883511312e-14  	7.99999999999999      	
1.86845883511312e-14  	8.99999999999999      	
1.86845883511312e-14  	9.99999999999999      	
1.86845883511312e-14  	11.0                  	
1.86845883511312e-14  	12.0                  	
1.86845883511312e-14  	13.0                  	
1.86845883511312e-14  	14.0                  	
1.86845883511312e-14  	15.0                  	
1.86845883511312e-14  	16.0                  	
1.86845883511312e-14  	17.0                  	
1.86845883511312e-14  	18.0                  	
1.86845883511312e-14  	19.0                  	
1.86845883511312e-14  	20.0                  	
1.86845883511312e-14  	21.0                  	
