0	n	p
0.1503	4.94332558601E-09	1.33365225384E-09
0.1504	4.95882503203E-09	1.33771759488E-09
0.1505	4.97437201801E-09	1.34179518285E-09
0.1506	4.98996668483E-09	1.34588505402E-09
0.1507	5.00560917384E-09	1.34998724474E-09
0.1508	5.02129962699E-09	1.35410179149E-09
0.1509	5.03703818606E-09	1.35822873083E-09
0.151	5.05282499396E-09	1.36236809944E-09
0.1511	5.06866019345E-09	1.36651993410E-09
0.1512	5.08454392785E-09	1.37068427171E-09
0.1513	5.10047634103E-09	1.37486114926E-09
0.1514	5.11645757700E-09	1.37905060385E-09
0.1515	5.13248778049E-09	1.38325267270E-09
0.1516	5.14856709626E-09	1.38746739311E-09
0.1517	5.16469566990E-09	1.39169480252E-09
0.1518	5.18087364695E-09	1.39593493846E-09
0.1519	5.19710117374E-09	1.40018783856E-09
0.152	5.21337839683E-09	1.40445354057E-09
0.1521	5.22970546327E-09	1.40873208235E-09
0.1522	5.24608252039E-09	1.41302350188E-09
0.1523	5.26250971600E-09	1.41732783721E-09
0.1524	5.27898719847E-09	1.42164512655E-09
0.1525	5.29551511638E-09	1.42597540819E-09
0.1526	5.31209361875E-09	1.43031872052E-09
0.1527	5.32872285516E-09	1.43467510207E-09
0.1528	5.34540297544E-09	1.43904459146E-09
0.1529	5.36213412995E-09	1.44342722744E-09
0.153	5.37891646939E-09	1.44782304885E-09
0.1531	5.39575014502E-09	1.45223209465E-09
0.1532	5.41263530832E-09	1.45665440393E-09
0.1533	5.42957211135E-09	1.46109001585E-09
0.1534	5.44656070654E-09	1.46553896973E-09
0.1535	5.46360124679E-09	1.47000130498E-09
0.1536	5.48069388537E-09	1.47447706111E-09
0.1537	5.49783877580E-09	1.47896627777E-09
0.1538	5.51503607261E-09	1.48346899472E-09
0.1539	5.53228592996E-09	1.48798525181E-09
0.154	5.54958850316E-09	1.49251508904E-09
0.1541	5.56694394745E-09	1.49705854649E-09
0.1542	5.58435241876E-09	1.50161566438E-09
0.1543	5.60181407346E-09	1.50618648305E-09
0.1544	5.61932906821E-09	1.51077104292E-09
0.1545	5.63689756016E-09	1.51536938456E-09
0.1546	5.65451970692E-09	1.51998154866E-09
0.1547	5.67219566664E-09	1.52460757598E-09
0.1548	5.68992559769E-09	1.52924750746E-09
0.1549	5.70770965906E-09	1.53390138412E-09
0.155	5.72554801009E-09	1.53856924710E-09
0.1551	5.74344081061E-09	1.54325113768E-09
0.1552	5.76138822078E-09	1.54794709721E-09
0.1553	5.77939040152E-09	1.55265716722E-09
0.1554	5.79744751369E-09	1.55738138931E-09
0.1555	5.81555971917E-09	1.56211980525E-09
0.1556	5.83372717971E-09	1.56687245686E-09
0.1557	5.85195005805E-09	1.57163938614E-09
0.1558	5.87022851698E-09	1.57642063520E-09
0.1559	5.88856271999E-09	1.58121624624E-09
0.156	5.90695283089E-09	1.58602626161E-09
0.1561	5.92539901389E-09	1.59085072378E-09
0.1562	5.94390143387E-09	1.59568967532E-09
0.1563	5.96246025598E-09	1.60054315895E-09
0.1564	5.98107564594E-09	1.60541121750E-09
0.1565	5.99974776981E-09	1.61029389391E-09
0.1566	6.01847679424E-09	1.61519123126E-09
0.1567	6.03726288622E-09	1.62010327276E-09
0.1568	6.05610621324E-09	1.62503006172E-09
0.1569	6.07500694338E-09	1.62997164159E-09
0.157	6.09396524499E-09	1.63492805594E-09
0.1571	6.11298128693E-09	1.63989934847E-09
0.1572	6.13205523879E-09	1.64488556300E-09
0.1573	6.15118727006E-09	1.64988674347E-09
0.1574	6.17037755136E-09	1.65490293396E-09
0.1575	6.18962625336E-09	1.65993417867E-09
0.1576	6.20893354721E-09	1.66498052192E-09
0.1577	6.22829960471E-09	1.67004200817E-09
0.1578	6.24772459818E-09	1.67511868200E-09
0.1579	6.26720870000E-09	1.68021058809E-09
0.158	6.28675208353E-09	1.68531777131E-09
0.1581	6.30635492231E-09	1.69044027660E-09
0.1582	6.32601739051E-09	1.69557814907E-09
0.1583	6.34573966263E-09	1.70073143393E-09
0.1584	6.36552191385E-09	1.70590017653E-09
0.1585	6.38536431944E-09	1.71108442235E-09
0.1586	6.40526705578E-09	1.71628421701E-09
0.1587	6.42523029913E-09	1.72149960624E-09
0.1588	6.44525422651E-09	1.72673063590E-09
0.1589	6.46533901558E-09	1.73197735203E-09
0.159	6.48548484409E-09	1.73723980072E-09
0.1591	6.50569189065E-09	1.74251802826E-09
0.1592	6.52596033410E-09	1.74781208105E-09
0.1593	6.54629035399E-09	1.75312200561E-09
0.1594	6.56668213008E-09	1.75844784861E-09
0.1595	6.58713584301E-09	1.76378965684E-09
0.1596	6.60765167351E-09	1.76914747724E-09
0.1597	6.62822980321E-09	1.77452135686E-09
0.1598	6.64887041379E-09	1.77991134291E-09
0.1599	6.66957368786E-09	1.78531748273E-09
0.16	6.69033980817E-09	1.79073982377E-09
0.1601	6.71116895828E-09	1.79617841365E-09
0.1602	6.73206132207E-09	1.80163330011E-09
0.1603	6.75301708384E-09	1.80710453101E-09
0.1604	6.77403642877E-09	1.81259215437E-09
0.1605	6.79511954199E-09	1.81809621836E-09
0.1606	6.81626660968E-09	1.82361677124E-09
0.1607	6.83747781812E-09	1.82915386145E-09
0.1608	6.85875335446E-09	1.83470753755E-09
0.1609	6.88009340607E-09	1.84027784823E-09
0.161	6.90149816073E-09	1.84586484236E-09
0.1611	6.92296780741E-09	1.85146856889E-09
0.1612	6.94450253459E-09	1.85708907695E-09
0.1613	6.96610253226E-09	1.86272641581E-09
0.1614	6.98776799013E-09	1.86838063486E-09
0.1615	7.00949909895E-09	1.87405178363E-09
0.1616	7.03129604966E-09	1.87973991183E-09
0.1617	7.05315903413E-09	1.88544506925E-09
0.1618	7.07508824414E-09	1.89116730588E-09
0.1619	7.09708387268E-09	1.89690667182E-09
0.162	7.11914611255E-09	1.90266321732E-09
0.1621	7.14127515784E-09	1.90843699277E-09
0.1622	7.16347120261E-09	1.91422804872E-09
0.1623	7.18573444153E-09	1.92003643583E-09
0.1624	7.20806506999E-09	1.92586220495E-09
0.1625	7.23046328384E-09	1.93170540702E-09
0.1626	7.25292927941E-09	1.93756609319E-09
0.1627	7.27546325353E-09	1.94344431469E-09
0.1628	7.29806540374E-09	1.94934012295E-09
0.1629	7.32073592781E-09	1.95525356950E-09
0.163	7.34347502451E-09	1.96118470605E-09
0.1631	7.36628289267E-09	1.96713358445E-09
0.1632	7.38915973182E-09	1.97310025670E-09
0.1633	7.41210574240E-09	1.97908477492E-09
0.1634	7.43512112473E-09	1.98508719141E-09
0.1635	7.45820608011E-09	1.99110755861E-09
0.1636	7.48136081047E-09	1.99714592912E-09
0.1637	7.50458551790E-09	2.00320235565E-09
0.1638	7.52788040539E-09	2.00927689111E-09
0.1639	7.55124567621E-09	2.01536958852E-09
0.164	7.57468153450E-09	2.02148050109E-09
0.1641	7.59818818449E-09	2.02760968213E-09
0.1642	7.62176583153E-09	2.03375718516E-09
0.1643	7.64541468099E-09	2.03992306379E-09
0.1644	7.66913493919E-09	2.04610737185E-09
0.1645	7.69292681290E-09	2.05231016326E-09
0.1646	7.71679050924E-09	2.05853149214E-09
0.1647	7.74072623613E-09	2.06477141272E-09
0.1648	7.76473420194E-09	2.07102997944E-09
0.1649	7.78881461588E-09	2.07730724684E-09
0.165	7.81296768714E-09	2.08360326964E-09
0.1651	7.83719362596E-09	2.08991810271E-09
0.1652	7.86149264315E-09	2.09625180110E-09
0.1653	7.88586494970E-09	2.10260441997E-09
0.1654	7.91031075769E-09	2.10897601467E-09
0.1655	7.93483027917E-09	2.11536664070E-09
0.1656	7.95942372743E-09	2.12177635371E-09
0.1657	7.98409131581E-09	2.12820520952E-09
0.1658	8.00883325836E-09	2.13465326409E-09
0.1659	8.03364976998E-09	2.14112057357E-09
0.166	8.05854106571E-09	2.14760719423E-09
0.1661	8.08350736144E-09	2.15411318253E-09
0.1662	8.10854887368E-09	2.16063859506E-09
0.1663	8.13366581933E-09	2.16718348862E-09
0.1664	8.15885841599E-09	2.17374792011E-09
0.1665	8.18412688197E-09	2.18033194664E-09
0.1666	8.20947143569E-09	2.18693562545E-09
0.1667	8.23489229691E-09	2.19355901397E-09
0.1668	8.26038968527E-09	2.20020216979E-09
0.1669	8.28596382132E-09	2.20686515058E-09
0.167	8.31161492632E-09	2.21354801431E-09
0.1671	8.33734322184E-09	2.22025081904E-09
0.1672	8.36314893031E-09	2.22697362299E-09
0.1673	8.38903227440E-09	2.23371648455E-09
0.1674	8.41499347794E-09	2.24047946230E-09
0.1675	8.44103276483E-09	2.24726261496E-09
0.1676	8.46715035966E-09	2.25406600142E-09
0.1677	8.49334648797E-09	2.26088968074E-09
0.1678	8.51962137543E-09	2.26773371215E-09
0.1679	8.54597524882E-09	2.27459815505E-09
0.168	8.57240833510E-09	2.28148306899E-09
0.1681	8.59892086179E-09	2.28838851372E-09
0.1682	8.62551305764E-09	2.29531454912E-09
0.1683	8.65218515125E-09	2.30226123527E-09
0.1684	8.67893737242E-09	2.30922863241E-09
0.1685	8.70576995102E-09	2.31621680094E-09
0.1686	8.73268311810E-09	2.32322580145E-09
0.1687	8.75967710494E-09	2.33025569468E-09
0.1688	8.78675214361E-09	2.33730654157E-09
0.1689	8.81390846664E-09	2.34437840319E-09
0.169	8.84114630745E-09	2.35147134083E-09
0.1691	8.86846589976E-09	2.35858541592E-09
0.1692	8.89586747816E-09	2.36572069007E-09
0.1693	8.92335127764E-09	2.37287722507E-09
0.1694	8.95091753425E-09	2.38005508288E-09
0.1695	8.97856648409E-09	2.38725432565E-09
0.1696	9.00629836430E-09	2.39447501567E-09
0.1697	9.03411341234E-09	2.40171721544E-09
0.1698	9.06201186675E-09	2.40898098763E-09
0.1699	9.08999396638E-09	2.41626639506E-09
0.17	9.11805995048E-09	2.42357350077E-09
0.1701	9.14621005967E-09	2.43090236793E-09
0.1702	9.17444453443E-09	2.43825305994E-09
0.1703	9.20276361647E-09	2.44562564034E-09
0.1704	9.23116754758E-09	2.45302017286E-09
0.1705	9.25965657080E-09	2.46043672142E-09
0.1706	9.28823092927E-09	2.46787535009E-09
0.1707	9.31689086730E-09	2.47533612317E-09
0.1708	9.34563662935E-09	2.48281910509E-09
0.1709	9.37446846073E-09	2.49032436049E-09
0.171	9.40338660763E-09	2.49785195419E-09
0.1711	9.43239131637E-09	2.50540195119E-09
0.1712	9.46148283460E-09	2.51297441666E-09
0.1713	9.49066140996E-09	2.52056941598E-09
0.1714	9.51992729123E-09	2.52818701469E-09
0.1715	9.54928072750E-09	2.53582727852E-09
0.1716	9.57872196869E-09	2.54349027340E-09
0.1717	9.60825126561E-09	2.55117606543E-09
0.1718	9.63786886926E-09	2.55888472089E-09
0.1719	9.66757503158E-09	2.56661630627E-09
0.172	9.69737000513E-09	2.57437088822E-09
0.1721	9.72725404331E-09	2.58214853360E-09
0.1722	9.75722739973E-09	2.58994930945E-09
0.1723	9.78729032907E-09	2.59777328300E-09
0.1724	9.81744308676E-09	2.60562052165E-09
0.1725	9.84768592851E-09	2.61349109301E-09
0.1726	9.87801911089E-09	2.62138506490E-09
0.1727	9.90844289126E-09	2.62930250527E-09
0.1728	9.93895752760E-09	2.63724348233E-09
0.1729	9.96956327836E-09	2.64520806442E-09
0.173	1.00002604031E-08	2.65319632012E-09
0.1731	1.00310491615E-08	2.66120831818E-09
0.1732	1.00619298144E-08	2.66924412753E-09
0.1733	1.00929026232E-08	2.67730381733E-09
0.1734	1.01239678499E-08	2.68538745691E-09
0.1735	1.01551257572E-08	2.69349511580E-09
0.1736	1.01863766084E-08	2.70162686371E-09
0.1737	1.02177206680E-08	2.70978277057E-09
0.1738	1.02491582003E-08	2.71796290650E-09
0.1739	1.02806894712E-08	2.72616734180E-09
0.174	1.03123147466E-08	2.73439614699E-09
0.1741	1.03440342937E-08	2.74264939277E-09
0.1742	1.03758483799E-08	2.75092715005E-09
0.1743	1.04077572735E-08	2.75922948992E-09
0.1744	1.04397612436E-08	2.76755648371E-09
0.1745	1.04718605598E-08	2.77590820290E-09
0.1746	1.05040554925E-08	2.78428471922E-09
0.1747	1.05363463129E-08	2.79268610454E-09
0.1748	1.05687332929E-08	2.80111243100E-09
0.1749	1.06012167049E-08	2.80956377088E-09
0.175	1.06337968221E-08	2.81804019670E-09
0.1751	1.06664739187E-08	2.82654178119E-09
0.1752	1.06992482690E-08	2.83506859725E-09
0.1753	1.07321201489E-08	2.84362071800E-09
0.1754	1.07650898340E-08	2.85219821678E-09
0.1755	1.07981576017E-08	2.86080116711E-09
0.1756	1.08313237290E-08	2.86942964274E-09
0.1757	1.08645884946E-08	2.87808371760E-09
0.1758	1.08979521773E-08	2.88676346585E-09
0.1759	1.09314150570E-08	2.89546896187E-09
0.176	1.09649774138E-08	2.90420028015E-09
0.1761	1.09986395292E-08	2.91295749554E-09
0.1762	1.10324016853E-08	2.92174068300E-09
0.1763	1.10662641644E-08	2.93054991772E-09
0.1764	1.11002272500E-08	2.93938527511E-09
0.1765	1.11342912264E-08	2.94824683079E-09
0.1766	1.11684563783E-08	2.95713466057E-09
0.1767	1.12027229913E-08	2.96604884050E-09
0.1768	1.12370913520E-08	2.97498944683E-09
0.1769	1.12715617472E-08	2.98395655601E-09
0.177	1.13061344648E-08	2.99295024474E-09
0.1771	1.13408097935E-08	3.00197058988E-09
0.1772	1.13755880228E-08	3.01101766857E-09
0.1773	1.14104694423E-08	3.02009155810E-09
0.1774	1.14454543433E-08	3.02919233604E-09
0.1775	1.14805430174E-08	3.03832008012E-09
0.1776	1.15157357565E-08	3.04747486832E-09
0.1777	1.15510328541E-08	3.05665677881E-09
0.1778	1.15864346040E-08	3.06586589003E-09
0.1779	1.16219413008E-08	3.07510228058E-09
0.178	1.16575532398E-08	3.08436602930E-09
0.1781	1.16932707173E-08	3.09365721529E-09
0.1782	1.17290940302E-08	3.10297591779E-09
0.1783	1.17650234762E-08	3.11232221634E-09
0.1784	1.18010593536E-08	3.12169619065E-09
0.1785	1.18372019617E-08	3.13109792067E-09
0.1786	1.18734516006E-08	3.14052748659E-09
0.1787	1.19098085711E-08	3.14998496878E-09
0.1788	1.19462731744E-08	3.15947044789E-09
0.1789	1.19828457133E-08	3.16898400474E-09
0.179	1.20195264906E-08	3.17852572042E-09
0.1791	1.20563158103E-08	3.18809567619E-09
0.1792	1.20932139771E-08	3.19769395363E-09
0.1793	1.21302212962E-08	3.20732063445E-09
0.1794	1.21673380742E-08	3.21697580062E-09
0.1795	1.22045646180E-08	3.22665953438E-09
0.1796	1.22419012352E-08	3.23637191814E-09
0.1797	1.22793482347E-08	3.24611303457E-09
0.1798	1.23169059258E-08	3.25588296655E-09
0.1799	1.23545746185E-08	3.26568179723E-09
0.18	1.23923546242E-08	3.27550960996E-09
0.1801	1.24302462543E-08	3.28536648830E-09
0.1802	1.24682498217E-08	3.29525251610E-09
0.1803	1.25063656396E-08	3.30516777740E-09
0.1804	1.25445940222E-08	3.31511235650E-09
0.1805	1.25829352845E-08	3.32508633791E-09
0.1806	1.26213897424E-08	3.33508980638E-09
0.1807	1.26599577126E-08	3.34512284690E-09
0.1808	1.26986395120E-08	3.35518554473E-09
0.1809	1.27374354597E-08	3.36527798530E-09
0.181	1.27763458739E-08	3.37540025432E-09
0.1811	1.28153710750E-08	3.38555243774E-09
0.1812	1.28545113835E-08	3.39573462172E-09
0.1813	1.28937671209E-08	3.40594689271E-09
0.1814	1.29331386097E-08	3.41618933734E-09
0.1815	1.29726261728E-08	3.42646204251E-09
0.1816	1.30122301343E-08	3.43676509538E-09
0.1817	1.30519508190E-08	3.44709858332E-09
0.1818	1.30917885525E-08	3.45746259394E-09
0.1819	1.31317436612E-08	3.46785721513E-09
0.182	1.31718164726E-08	3.47828253499E-09
0.1821	1.32120073146E-08	3.48873864188E-09
0.1822	1.32523165162E-08	3.49922562440E-09
0.1823	1.32927444074E-08	3.50974357139E-09
0.1824	1.33332913184E-08	3.52029257195E-09
0.1825	1.33739575812E-08	3.53087271541E-09
0.1826	1.34147435278E-08	3.54148409138E-09
0.1827	1.34556494914E-08	3.55212678967E-09
0.1828	1.34966758061E-08	3.56280090037E-09
0.1829	1.35378228066E-08	3.57350651383E-09
0.183	1.35790908287E-08	3.58424372062E-09
0.1831	1.36204802091E-08	3.59501261157E-09
0.1832	1.36619912850E-08	3.60581327779E-09
0.1833	1.37036243947E-08	3.61664581060E-09
0.1834	1.37453798774E-08	3.62751030159E-09
0.1835	1.37872580731E-08	3.63840684262E-09
0.1836	1.38292593225E-08	3.64933552578E-09
0.1837	1.38713839676E-08	3.66029644342E-09
0.1838	1.39136323504E-08	3.67128968817E-09
0.1839	1.39560048151E-08	3.68231535288E-09
0.184	1.39985017054E-08	3.69337353068E-09
0.1841	1.40411233669E-08	3.70446431495E-09
0.1842	1.40838701452E-08	3.71558779932E-09
0.1843	1.41267423876E-08	3.72674407770E-09
0.1844	1.41697404417E-08	3.73793324425E-09
0.1845	1.42128646564E-08	3.74915539337E-09
0.1846	1.42561153809E-08	3.76041061978E-09
0.1847	1.42994929660E-08	3.77169901836E-09
0.1848	1.43429977628E-08	3.78302068436E-09
0.1849	1.43866301235E-08	3.79437571323E-09
0.185	1.44303904014E-08	3.80576420075E-09
0.1851	1.44742789501E-08	3.81718624278E-09
0.1852	1.45182961248E-08	3.82864193571E-09
0.1853	1.45624422812E-08	3.84013137601E-09
0.1854	1.46067177758E-08	3.85165466050E-09
0.1855	1.46511229665E-08	3.86321188621E-09
0.1856	1.46956582112E-08	3.87480315049E-09
0.1857	1.47403238699E-08	3.88642855091E-09
0.1858	1.47851203023E-08	3.89808818537E-09
0.1859	1.48300478698E-08	3.90978215197E-09
0.186	1.48751069346E-08	3.92151054913E-09
0.1861	1.49202978594E-08	3.93327347552E-09
0.1862	1.49656210080E-08	3.94507103012E-09
0.1863	1.50110767458E-08	3.95690331211E-09
0.1864	1.50566654379E-08	3.96877042101E-09
0.1865	1.51023874509E-08	3.98067245658E-09
0.1866	1.51482431529E-08	3.99260951886E-09
0.1867	1.51942329117E-08	4.00458170819E-09
0.1868	1.52403570973E-08	4.01658912516E-09
0.1869	1.52866160794E-08	4.02863187062E-09
0.187	1.53330102295E-08	4.04071004576E-09
0.1871	1.53795399200E-08	4.05282375198E-09
0.1872	1.54262055235E-08	4.06497309100E-09
0.1873	1.54730074143E-08	4.07715816482E-09
0.1874	1.55199459672E-08	4.08937907569E-09
0.1875	1.55670215584E-08	4.10163592619E-09
0.1876	1.56142345642E-08	4.11392881913E-09
0.1877	1.56615853628E-08	4.12625785763E-09
0.1878	1.57090743327E-08	4.13862314510E-09
0.1879	1.57567018534E-08	4.15102478523E-09
0.188	1.58044683059E-08	4.16346288197E-09
0.1881	1.58523740712E-08	4.17593753959E-09
0.1882	1.59004195323E-08	4.18844886264E-09
0.1883	1.59486050720E-08	4.20099695594E-09
0.1884	1.59969310753E-08	4.21358192462E-09
0.1885	1.60453979270E-08	4.22620387407E-09
0.1886	1.60940060139E-08	4.23886291000E-09
0.1887	1.61427557229E-08	4.25155913839E-09
0.1888	1.61916474422E-08	4.26429266554E-09
0.1889	1.62406815610E-08	4.27706359800E-09
0.189	1.62898584697E-08	4.28987204264E-09
0.1891	1.63391785590E-08	4.30271810662E-09
0.1892	1.63886422210E-08	4.31560189738E-09
0.1893	1.64382498491E-08	4.32852352267E-09
0.1894	1.64880018369E-08	4.34148309056E-09
0.1895	1.65378985795E-08	4.35448070935E-09
0.1896	1.65879404731E-08	4.36751648771E-09
0.1897	1.66381279143E-08	4.38059053453E-09
0.1898	1.66884613009E-08	4.39370295909E-09
0.1899	1.67389410323E-08	4.40685387090E-09
0.19	1.67895675080E-08	4.42004337980E-09
0.1901	1.68403411289E-08	4.43327159591E-09
0.1902	1.68912622970E-08	4.44653862968E-09
0.1903	1.69423314148E-08	4.45984459186E-09
0.1904	1.69935488865E-08	4.47318959346E-09
0.1905	1.70449151169E-08	4.48657374586E-09
0.1906	1.70964305116E-08	4.49999716068E-09
0.1907	1.71480954773E-08	4.51345994991E-09
0.1908	1.71999104224E-08	4.52696222579E-09
0.1909	1.72518757551E-08	4.54050410092E-09
0.191	1.73039918854E-08	4.55408568814E-09
0.1911	1.73562592244E-08	4.56770710068E-09
0.1912	1.74086781837E-08	4.58136845201E-09
0.1913	1.74612491760E-08	4.59506985597E-09
0.1914	1.75139726155E-08	4.60881142663E-09
0.1915	1.75668489167E-08	4.62259327849E-09
0.1916	1.76198784959E-08	4.63641552625E-09
0.1917	1.76730617696E-08	4.65027828499E-09
0.1918	1.77263991559E-08	4.66418167007E-09
0.1919	1.77798910740E-08	4.67812579721E-09
0.192	1.78335379434E-08	4.69211078239E-09
0.1921	1.78873401852E-08	4.70613674194E-09
0.1922	1.79412982218E-08	4.72020379252E-09
0.1923	1.79954124760E-08	4.73431205107E-09
0.1924	1.80496833716E-08	4.74846163488E-09
0.1925	1.81041113342E-08	4.76265266156E-09
0.1926	1.81586967899E-08	4.77688524902E-09
0.1927	1.82134401653E-08	4.79115951551E-09
0.1928	1.82683418895E-08	4.80547557961E-09
0.1929	1.83234023913E-08	4.81983356019E-09
0.193	1.83786221010E-08	4.83423357648E-09
0.1931	1.84340014499E-08	4.84867574801E-09
0.1932	1.84895408709E-08	4.86316019468E-09
0.1933	1.85452407970E-08	4.87768703665E-09
0.1934	1.86011016629E-08	4.89225639447E-09
0.1935	1.86571239040E-08	4.90686838896E-09
0.1936	1.87133079574E-08	4.92152314134E-09
0.1937	1.87696542602E-08	4.93622077309E-09
0.1938	1.88261632516E-08	4.95096140609E-09
0.1939	1.88828353710E-08	4.96574516248E-09
0.194	1.89396710599E-08	4.98057216480E-09
0.1941	1.89966707598E-08	4.99544253592E-09
0.1942	1.90538349135E-08	5.01035639887E-09
0.1943	1.91111639657E-08	5.02531387733E-09
0.1944	1.91686583610E-08	5.04031509510E-09
0.1945	1.92263185463E-08	5.05536017635E-09
0.1946	1.92841449683E-08	5.07044924563E-09
0.1947	1.93421380758E-08	5.08558242778E-09
0.1948	1.94002983178E-08	5.10075984802E-09
0.1949	1.94586261454E-08	5.11598163190E-09
0.195	1.95171220100E-08	5.13124790530E-09
0.1951	1.95757863645E-08	5.14655879446E-09
0.1952	1.96346196626E-08	5.16191442595E-09
0.1953	1.96936223591E-08	5.17731492667E-09
0.1954	1.97527949104E-08	5.19276042394E-09
0.1955	1.98121377731E-08	5.20825104530E-09
0.1956	1.98716514059E-08	5.22378691876E-09
0.1957	1.99313362679E-08	5.23936817260E-09
0.1958	1.99911928197E-08	5.25499493548E-09
0.1959	2.00512215225E-08	5.27066733641E-09
0.196	2.01114228392E-08	5.28638550474E-09
0.1961	2.01717972335E-08	5.30214957019E-09
0.1962	2.02323451701E-08	5.31795966280E-09
0.1963	2.02930671151E-08	5.33381591299E-09
0.1964	2.03539635358E-08	5.34971845153E-09
0.1965	2.04150349001E-08	5.36566740953E-09
0.1966	2.04762816773E-08	5.38166291850E-09
0.1967	2.05377043381E-08	5.39770511024E-09
0.1968	2.05993033541E-08	5.41379411697E-09
0.1969	2.06610791977E-08	5.42993007121E-09
0.197	2.07230323430E-08	5.44611310592E-09
0.1971	2.07851632647E-08	5.46234335432E-09
0.1972	2.08474724392E-08	5.47862095008E-09
0.1973	2.09099603437E-08	5.49494602719E-09
0.1974	2.09726274563E-08	5.51131872002E-09
0.1975	2.10354742568E-08	5.52773916325E-09
0.1976	2.10985012257E-08	5.54420749204E-09
0.1977	2.11617088448E-08	5.56072384179E-09
0.1978	2.12250975972E-08	5.57728834835E-09
0.1979	2.12886679669E-08	5.59390114791E-09
0.198	2.13524204390E-08	5.61056237703E-09
0.1981	2.14163555002E-08	5.62727217263E-09
0.1982	2.14804736377E-08	5.64403067204E-09
0.1983	2.15447753407E-08	5.66083801290E-09
0.1984	2.16092610986E-08	5.67769433329E-09
0.1985	2.16739314025E-08	5.69459977161E-09
0.1986	2.17387867450E-08	5.71155446667E-09
0.1987	2.18038276191E-08	5.72855855762E-09
0.1988	2.18690545192E-08	5.74561218405E-09
0.1989	2.19344679416E-08	5.76271548583E-09
0.199	2.20000683826E-08	5.77986860332E-09
0.1991	2.20658563404E-08	5.79707167717E-09
0.1992	2.21318323144E-08	5.81432484846E-09
0.1993	2.21979968049E-08	5.83162825864E-09
0.1994	2.22643503134E-08	5.84898204953E-09
0.1995	2.23308933429E-08	5.86638636335E-09
0.1996	2.23976263971E-08	5.88384134270E-09
0.1997	2.24645499815E-08	5.90134713054E-09
0.1998	2.25316646021E-08	5.91890387028E-09
0.1999	2.25989707667E-08	5.93651170566E-09
0.2	2.26664689837E-08	5.95417078081E-09
0.2001	2.27341597634E-08	5.97188124028E-09
0.2002	2.28020436167E-08	5.98964322901E-09
0.2003	2.28701210560E-08	6.00745689229E-09
0.2004	2.29383925948E-08	6.02532237584E-09
0.2005	2.30068587479E-08	6.04323982577E-09
0.2006	2.30755200311E-08	6.06120938859E-09
0.2007	2.31443769620E-08	6.07923121116E-09
0.2008	2.32134300584E-08	6.09730544080E-09
0.2009	2.32826798402E-08	6.11543222517E-09
0.201	2.33521268281E-08	6.13361171238E-09
0.2011	2.34217715444E-08	6.15184405092E-09
0.2012	2.34916145119E-08	6.17012938965E-09
0.2013	2.35616562552E-08	6.18846787787E-09
0.2014	2.36318973005E-08	6.20685966528E-09
0.2015	2.37023381739E-08	6.22530490197E-09
0.2016	2.37729794043E-08	6.24380373842E-09
0.2017	2.38438215207E-08	6.26235632556E-09
0.2018	2.39148650537E-08	6.28096281468E-09
0.2019	2.39861105355E-08	6.29962335753E-09
0.202	2.40575584989E-08	6.31833810619E-09
0.2021	2.41292094781E-08	6.33710721324E-09
0.2022	2.42010640093E-08	6.35593083161E-09
0.2023	2.42731226287E-08	6.37480911468E-09
0.2024	2.43453858747E-08	6.39374221618E-09
0.2025	2.44178542867E-08	6.41273029033E-09
0.2026	2.44905284053E-08	6.43177349173E-09
0.2027	2.45634087721E-08	6.45087197540E-09
0.2028	2.46364959303E-08	6.47002589677E-09
0.2029	2.47097904245E-08	6.48923541169E-09
0.203	2.47832928002E-08	6.50850067644E-09
0.2031	2.48570036041E-08	6.52782184771E-09
0.2032	2.49309233849E-08	6.54719908269E-09
0.2033	2.50050526912E-08	6.56663253870E-09
0.2034	2.50793920743E-08	6.58612237392E-09
0.2035	2.51539420863E-08	6.60566874667E-09
0.2036	2.52287032799E-08	6.62527181574E-09
0.2037	2.53036762103E-08	6.64493174039E-09
0.2038	2.53788614329E-08	6.66464868028E-09
0.2039	2.54542595048E-08	6.68442279550E-09
0.204	2.55298709845E-08	6.70425424659E-09
0.2041	2.56056964317E-08	6.72414319449E-09
0.2042	2.56817364074E-08	6.74408980060E-09
0.2043	2.57579914737E-08	6.76409422674E-09
0.2044	2.58344621944E-08	6.78415663515E-09
0.2045	2.59111491341E-08	6.80427718857E-09
0.2046	2.59880528590E-08	6.82445605008E-09
0.2047	2.60651739367E-08	6.84469338325E-09
0.2048	2.61425129359E-08	6.86498935213E-09
0.2049	2.62200704266E-08	6.88534412112E-09
0.205	2.62978469804E-08	6.90575785513E-09
0.2051	2.63758431696E-08	6.92623071948E-09
0.2052	2.64540595685E-08	6.94676287996E-09
0.2053	2.65324967524E-08	6.96735450276E-09
0.2054	2.66111552978E-08	6.98800575455E-09
0.2055	2.66900357827E-08	7.00871680246E-09
0.2056	2.67691387867E-08	7.02948781404E-09
0.2057	2.68484648897E-08	7.05031895727E-09
0.2058	2.69280146743E-08	7.07121040064E-09
0.2059	2.70077887236E-08	7.09216231306E-09
0.206	2.70877876220E-08	7.11317486384E-09
0.2061	2.71680119555E-08	7.13424822285E-09
0.2062	2.72484623116E-08	7.15538256036E-09
0.2063	2.73291392787E-08	7.17657804704E-09
0.2064	2.74100434465E-08	7.19783485411E-09
