0	n	p
0.768	8.51972476040E-05	1.81804613673E-05
0.7681	8.52200045440E-05	1.81841574385E-05
0.7682	8.52427577539E-05	1.81878535575E-05
0.7683	8.52655072350E-05	1.81915497243E-05
0.7684	8.52882529860E-05	1.81952459391E-05
0.7685	8.53109950100E-05	1.81989422016E-05
0.7686	8.53337333060E-05	1.82026385119E-05
0.7687	8.53564678760E-05	1.82063348701E-05
0.7688	8.53791987190E-05	1.82100312763E-05
0.7689	8.54019258360E-05	1.82137277301E-05
0.769	8.54246492280E-05	1.82174242318E-05
0.7691	8.54473688940E-05	1.82211207814E-05
0.7692	8.54700848369E-05	1.82248173788E-05
0.7693	8.54927970560E-05	1.82285140240E-05
0.7694	8.55155055520E-05	1.82322107172E-05
0.7695	8.55382103250E-05	1.82359074580E-05
0.7696	8.55609113750E-05	1.82396042467E-05
0.7697	8.55836087050E-05	1.82433010833E-05
0.7698	8.56063023130E-05	1.82469979676E-05
0.7699	8.56289922000E-05	1.82506948999E-05
0.77	8.56516783680E-05	1.82543918798E-05
0.7701	8.56743608170E-05	1.82580889076E-05
0.7702	8.56970395449E-05	1.82617859832E-05
0.7703	8.57197145560E-05	1.82654831066E-05
0.7704	8.57423858490E-05	1.82691802778E-05
0.7705	8.57650534250E-05	1.82728774968E-05
0.7706	8.57877172830E-05	1.82765747635E-05
0.7707	8.58103774260E-05	1.82802720780E-05
0.7708	8.58330338530E-05	1.82839694403E-05
0.7709	8.58556865640E-05	1.82876668503E-05
0.771	8.58783355610E-05	1.82913643082E-05
0.7711	8.59009808440E-05	1.82950618137E-05
0.7712	8.59236224119E-05	1.82987593669E-05
0.7713	8.59462602690E-05	1.83024569679E-05
0.7714	8.59688944120E-05	1.83061546167E-05
0.7715	8.59915248430E-05	1.83098523130E-05
0.7716	8.60141515640E-05	1.83135500572E-05
0.7717	8.60367745720E-05	1.83172478491E-05
0.7718	8.60593938700E-05	1.83209456884E-05
0.7719	8.60820094590E-05	1.83246435757E-05
0.772	8.61046213370E-05	1.83283415105E-05
0.7721	8.61272295080E-05	1.83320394929E-05
0.7722	8.61498339699E-05	1.83357375231E-05
0.7723	8.61724347240E-05	1.83394356008E-05
0.7724	8.61950317710E-05	1.83431337262E-05
0.7725	8.62176251100E-05	1.83468318991E-05
0.7726	8.62402147440E-05	1.83505301196E-05
0.7727	8.62628006720E-05	1.83542283878E-05
0.7728	8.62853828950E-05	1.83579267035E-05
0.7729	8.63079614120E-05	1.83616250667E-05
0.773	8.63305362270E-05	1.83653234774E-05
0.7731	8.63531073370E-05	1.83690219358E-05
0.7732	8.63756747439E-05	1.83727204416E-05
0.7733	8.63982384490E-05	1.83764189949E-05
0.7734	8.64207984510E-05	1.83801175957E-05
0.7735	8.64433547520E-05	1.83838162439E-05
0.7736	8.64659073510E-05	1.83875149396E-05
0.7737	8.64884562520E-05	1.83912136828E-05
0.7738	8.65110014510E-05	1.83949124734E-05
0.7739	8.65335429500E-05	1.83986113113E-05
0.774	8.65560807520E-05	1.84023101967E-05
0.7741	8.65786148540E-05	1.84060091294E-05
0.7742	8.66011452589E-05	1.84097081095E-05
0.7743	8.66236719660E-05	1.84134071369E-05
0.7744	8.66461949770E-05	1.84171062116E-05
0.7745	8.66687142900E-05	1.84208053337E-05
0.7746	8.66912299090E-05	1.84245045030E-05
0.7747	8.67137418320E-05	1.84282037197E-05
0.7748	8.67362500600E-05	1.84319029833E-05
0.7749	8.67587545930E-05	1.84356022946E-05
0.775	8.67812554340E-05	1.84393016527E-05
0.7751	8.68037525800E-05	1.84430010582E-05
0.7752	8.68262460349E-05	1.84467005111E-05
0.7753	8.68487357959E-05	1.84504000106E-05
0.7754	8.68712218660E-05	1.84540995575E-05
0.7755	8.68937042450E-05	1.84577991515E-05
0.7756	8.69161829330E-05	1.84614987927E-05
0.7757	8.69386579320E-05	1.84651984808E-05
0.7758	8.69611292390E-05	1.84688982160E-05
0.7759	8.69835968590E-05	1.84725979983E-05
0.776	8.70060607890E-05	1.84762978275E-05
0.7761	8.70285210310E-05	1.84799977037E-05
0.7762	8.70509775870E-05	1.84836976268E-05
0.7763	8.70734304539E-05	1.84873975970E-05
0.7764	8.70958796350E-05	1.84910976140E-05
0.7765	8.71183251300E-05	1.84947976778E-05
0.7766	8.71407669390E-05	1.84984977887E-05
0.7767	8.71632050640E-05	1.85021979463E-05
0.7768	8.71856395040E-05	1.85058981507E-05
0.7769	8.72080702590E-05	1.85095984018E-05
0.777	8.72304973320E-05	1.85132986999E-05
0.7771	8.72529207200E-05	1.85169990445E-05
0.7772	8.72753404270E-05	1.85206994360E-05
0.7773	8.72977564519E-05	1.85243998741E-05
0.7774	8.73201687950E-05	1.85281003589E-05
0.7775	8.73425774570E-05	1.85318008904E-05
0.7776	8.73649824390E-05	1.85355014683E-05
0.7777	8.73873837400E-05	1.85392020930E-05
0.7778	8.74097813620E-05	1.85429027642E-05
0.7779	8.74321753050E-05	1.85466034819E-05
0.778	8.74545655700E-05	1.85503042461E-05
0.7781	8.74769521560E-05	1.85540050568E-05
0.7782	8.74993350660E-05	1.85577059140E-05
0.7783	8.75217142969E-05	1.85614068174E-05
0.7784	8.75440898530E-05	1.85651077676E-05
0.7785	8.75664617330E-05	1.85688087638E-05
0.7786	8.75888299370E-05	1.85725098064E-05
0.7787	8.76111944670E-05	1.85762108954E-05
0.7788	8.76335553200E-05	1.85799120307E-05
0.7789	8.76559125020E-05	1.85836132122E-05
0.779	8.76782660090E-05	1.85873144399E-05
0.7791	8.77006158440E-05	1.85910157137E-05
0.7792	8.77229620050E-05	1.85947170339E-05
0.7793	8.77453044949E-05	1.85984184000E-05
0.7794	8.77676433140E-05	1.86021198123E-05
0.7795	8.77899784610E-05	1.86058212706E-05
0.7796	8.78123099370E-05	1.86095227750E-05
0.7797	8.78346377450E-05	1.86132243254E-05
0.7798	8.78569618820E-05	1.86169259217E-05
0.7799	8.78792823510E-05	1.86206275640E-05
0.78	8.79015991510E-05	1.86243292522E-05
0.7801	8.79239122820E-05	1.86280309862E-05
0.7802	8.79462217470E-05	1.86317327662E-05
0.7803	8.79685275449E-05	1.86354345918E-05
0.7804	8.79908296750E-05	1.86391364633E-05
0.7805	8.80131281410E-05	1.86428383806E-05
0.7806	8.80354229390E-05	1.86465403435E-05
0.7807	8.80577140740E-05	1.86502423521E-05
0.7808	8.80800015440E-05	1.86539444063E-05
0.7809	8.81022853500E-05	1.86576465061E-05
0.781	8.81245654920E-05	1.86613486516E-05
0.7811	8.81468419700E-05	1.86650508425E-05
0.7812	8.81691147880E-05	1.86687530789E-05
0.7813	8.81913839409E-05	1.86724553608E-05
0.7814	8.82136494350E-05	1.86761576882E-05
0.7815	8.82359112660E-05	1.86798600608E-05
0.7816	8.82581694370E-05	1.86835624790E-05
0.7817	8.82804239480E-05	1.86872649423E-05
0.7818	8.83026748000E-05	1.86909674510E-05
0.7819	8.83249219920E-05	1.86946700049E-05
0.782	8.83471655250E-05	1.86983726041E-05
0.7821	8.83694054000E-05	1.87020752483E-05
0.7822	8.83916416180E-05	1.87057779377E-05
0.7823	8.84138741789E-05	1.87094806723E-05
0.7824	8.84361030820E-05	1.87131834519E-05
0.7825	8.84583283300E-05	1.87168862764E-05
0.7826	8.84805499210E-05	1.87205891460E-05
0.7827	8.85027678570E-05	1.87242920606E-05
0.7828	8.85249821400E-05	1.87279950199E-05
0.7829	8.85471927660E-05	1.87316980243E-05
0.783	8.85693997400E-05	1.87354010733E-05
0.7831	8.85916030600E-05	1.87391041673E-05
0.7832	8.86138027280E-05	1.87428073058E-05
0.7833	8.86359987419E-05	1.87465104892E-05
0.7834	8.86581911060E-05	1.87502137172E-05
0.7835	8.86803798170E-05	1.87539169898E-05
0.7836	8.87025648780E-05	1.87576203070E-05
0.7837	8.87247462880E-05	1.87613236688E-05
0.7838	8.87469240480E-05	1.87650270749E-05
0.7839	8.87690981600E-05	1.87687305257E-05
0.784	8.87912686210E-05	1.87724340209E-05
0.7841	8.88134354340E-05	1.87761375603E-05
0.7842	8.88355986000E-05	1.87798411441E-05
0.7843	8.88577581178E-05	1.87835447725E-05
0.7844	8.88799139880E-05	1.87872484445E-05
0.7845	8.89020662110E-05	1.87909521612E-05
0.7846	8.89242147900E-05	1.87946559219E-05
0.7847	8.89463597220E-05	1.87983597268E-05
0.7848	8.89685010080E-05	1.88020635756E-05
0.7849	8.89906386510E-05	1.88057674687E-05
0.785	8.90127726490E-05	1.88094714056E-05
0.7851	8.90349030030E-05	1.88131753864E-05
0.7852	8.90570297140E-05	1.88168794113E-05
0.7853	8.90791527819E-05	1.88205834799E-05
0.7854	8.91012722080E-05	1.88242875923E-05
0.7855	8.91233879910E-05	1.88279917486E-05
0.7856	8.91455001340E-05	1.88316959485E-05
0.7857	8.91676086360E-05	1.88354001921E-05
0.7858	8.91897134970E-05	1.88391044794E-05
0.7859	8.92118147180E-05	1.88428088102E-05
0.786	8.92339122990E-05	1.88465131846E-05
0.7861	8.92560062430E-05	1.88502176023E-05
0.7862	8.92780965460E-05	1.88539220638E-05
0.7863	8.93001832110E-05	1.88576265684E-05
0.7864	8.93222662409E-05	1.88613311165E-05
0.7865	8.93443456310E-05	1.88650357078E-05
0.7866	8.93664213850E-05	1.88687403425E-05
0.7867	8.93884935040E-05	1.88724450202E-05
0.7868	8.94105619860E-05	1.88761497413E-05
0.7869	8.94326268330E-05	1.88798545054E-05
0.787	8.94546880450E-05	1.88835593125E-05
0.7871	8.94767456230E-05	1.88872641628E-05
0.7872	8.94987995680E-05	1.88909690559E-05
0.7873	8.95208498770E-05	1.88946739920E-05
0.7874	8.95428965549E-05	1.88983789709E-05
0.7875	8.95649396000E-05	1.89020839927E-05
0.7876	8.95869790140E-05	1.89057890573E-05
0.7877	8.96090147940E-05	1.89094941645E-05
0.7878	8.96310469450E-05	1.89131993145E-05
0.7879	8.96530754640E-05	1.89169045071E-05
0.788	8.96751003540E-05	1.89206097423E-05
0.7881	8.96971216140E-05	1.89243150199E-05
0.7882	8.97191392440E-05	1.89280203401E-05
0.7883	8.97411532450E-05	1.89317257027E-05
0.7884	8.97631636189E-05	1.89354311076E-05
0.7885	8.97851703640E-05	1.89391365550E-05
0.7886	8.98071734820E-05	1.89428420444E-05
0.7887	8.98291729740E-05	1.89465475763E-05
0.7888	8.98511688370E-05	1.89502531502E-05
0.7889	8.98731610760E-05	1.89539587662E-05
0.789	8.98951496890E-05	1.89576644244E-05
0.7891	8.99171346760E-05	1.89613701245E-05
0.7892	8.99391160390E-05	1.89650758666E-05
0.7893	8.99610937780E-05	1.89687816507E-05
0.7894	8.99830678929E-05	1.89724874765E-05
0.7895	9.00050383850E-05	1.89761933442E-05
0.7896	9.00270052530E-05	1.89798992535E-05
0.7897	9.00489685000E-05	1.89836052047E-05
0.7898	9.00709281240E-05	1.89873111975E-05
0.7899	9.00928841270E-05	1.89910172318E-05
0.79	9.01148365090E-05	1.89947233077E-05
0.7901	9.01367852700E-05	1.89984294251E-05
0.7902	9.01587304110E-05	1.90021355839E-05
0.7903	9.01806719330E-05	1.90058417840E-05
0.7904	9.02026098349E-05	1.90095480255E-05
0.7905	9.02245441180E-05	1.90132543082E-05
0.7906	9.02464747830E-05	1.90169606323E-05
0.7907	9.02684018310E-05	1.90206669972E-05
0.7908	9.02903252600E-05	1.90243734036E-05
0.7909	9.03122450730E-05	1.90280798508E-05
0.791	9.03341612690E-05	1.90317863390E-05
0.7911	9.03560738500E-05	1.90354928682E-05
0.7912	9.03779828130E-05	1.90391994383E-05
0.7913	9.03998881640E-05	1.90429060491E-05
0.7914	9.04217898969E-05	1.90466127007E-05
0.7915	9.04436880180E-05	1.90503193932E-05
0.7916	9.04655825240E-05	1.90540261261E-05
0.7917	9.04874734170E-05	1.90577328996E-05
0.7918	9.05093606980E-05	1.90614397138E-05
0.7919	9.05312443640E-05	1.90651465684E-05
0.792	9.05531244200E-05	1.90688534634E-05
0.7921	9.05750008640E-05	1.90725603988E-05
0.7922	9.05968736970E-05	1.90762673744E-05
0.7923	9.06187429180E-05	1.90799743904E-05
0.7924	9.06406085299E-05	1.90836814466E-05
0.7925	9.06624705310E-05	1.90873885428E-05
0.7926	9.06843289240E-05	1.90910956791E-05
0.7927	9.07061837070E-05	1.90948028555E-05
0.7928	9.07280348820E-05	1.90985100718E-05
0.7929	9.07498824490E-05	1.91022173280E-05
0.793	9.07717264070E-05	1.91059246240E-05
0.7931	9.07935667600E-05	1.91096319598E-05
0.7932	9.08154035040E-05	1.91133393354E-05
0.7933	9.08372366430E-05	1.91170467506E-05
0.7934	9.08590661768E-05	1.91207542055E-05
0.7935	9.08808921030E-05	1.91244616998E-05
0.7936	9.09027144260E-05	1.91281692335E-05
0.7937	9.09245331430E-05	1.91318768067E-05
0.7938	9.09463482570E-05	1.91355844194E-05
0.7939	9.09681597660E-05	1.91392920712E-05
0.794	9.09899676740E-05	1.91429997623E-05
0.7941	9.10117719770E-05	1.91467074928E-05
0.7942	9.10335726780E-05	1.91504152620E-05
0.7943	9.10553697780E-05	1.91541230706E-05
0.7944	9.10771632749E-05	1.91578309181E-05
0.7945	9.10989531720E-05	1.91615388044E-05
0.7946	9.11207394690E-05	1.91652467298E-05
0.7947	9.11425221640E-05	1.91689546937E-05
0.7948	9.11643012600E-05	1.91726626966E-05
0.7949	9.11860767570E-05	1.91763707382E-05
0.795	9.12078486540E-05	1.91800788182E-05
0.7951	9.12296169540E-05	1.91837869370E-05
0.7952	9.12513816550E-05	1.91874950940E-05
0.7953	9.12731427580E-05	1.91912032898E-05
0.7954	9.12949002639E-05	1.91949115237E-05
0.7955	9.13166541740E-05	1.91986197960E-05
0.7956	9.13384044870E-05	1.92023281065E-05
0.7957	9.13601512040E-05	1.92060364552E-05
0.7958	9.13818943260E-05	1.92097448421E-05
0.7959	9.14036338520E-05	1.92134532669E-05
0.796	9.14253697840E-05	1.92171617299E-05
0.7961	9.14471021220E-05	1.92208702306E-05
0.7962	9.14688308660E-05	1.92245787692E-05
0.7963	9.14905560160E-05	1.92282873457E-05
0.7964	9.15122775729E-05	1.92319959598E-05
0.7965	9.15339955390E-05	1.92357046118E-05
0.7966	9.15557099110E-05	1.92394133012E-05
0.7967	9.15774206930E-05	1.92431220281E-05
0.7968	9.15991278830E-05	1.92468307926E-05
0.7969	9.16208314820E-05	1.92505395944E-05
0.797	9.16425314910E-05	1.92542484336E-05
0.7971	9.16642279090E-05	1.92579573102E-05
0.7972	9.16859207380E-05	1.92616662237E-05
0.7973	9.17076099790E-05	1.92653751747E-05
0.7974	9.17292956299E-05	1.92690841624E-05
0.7975	9.17509776930E-05	1.92727931875E-05
0.7976	9.17726561680E-05	1.92765022492E-05
0.7977	9.17943310560E-05	1.92802113481E-05
0.7978	9.18160023560E-05	1.92839204835E-05
0.7979	9.18376700700E-05	1.92876296558E-05
0.798	9.18593341980E-05	1.92913388648E-05
0.7981	9.18809947410E-05	1.92950481103E-05
0.7982	9.19026516960E-05	1.92987573926E-05
0.7983	9.19243050690E-05	1.93024667110E-05
0.7984	9.19459548550E-05	1.93061760661E-05
0.7985	9.19676010589E-05	1.93098854573E-05
0.7986	9.19892436780E-05	1.93135948850E-05
0.7987	9.20108827140E-05	1.93173043489E-05
0.7988	9.20325181670E-05	1.93210138487E-05
0.7989	9.20541500380E-05	1.93247233848E-05
0.799	9.20757783260E-05	1.93284329568E-05
0.7991	9.20974030330E-05	1.93321425648E-05
0.7992	9.21190241590E-05	1.93358522085E-05
0.7993	9.21406417040E-05	1.93395618882E-05
0.7994	9.21622556690E-05	1.93432716035E-05
0.7995	9.21838660529E-05	1.93469813545E-05
0.7996	9.22054728580E-05	1.93506911410E-05
0.7997	9.22270760840E-05	1.93544009632E-05
0.7998	9.22486757310E-05	1.93581108207E-05
0.7999	9.22702718000E-05	1.93618207136E-05
0.8	9.22918642910E-05	1.93655306418E-05
0.8001	9.23134532040E-05	1.93692406053E-05
0.8002	9.23350385400E-05	1.93729506039E-05
0.8003	9.23566202990E-05	1.93766606377E-05
0.8004	9.23781984830E-05	1.93803707063E-05
0.8005	9.23997730889E-05	1.93840808102E-05
0.8006	9.24213441220E-05	1.93877909487E-05
0.8007	9.24429115780E-05	1.93915011221E-05
0.8008	9.24644754600E-05	1.93952113303E-05
0.8009	9.24860357680E-05	1.93989215731E-05
0.801	9.25075925020E-05	1.94026318506E-05
0.8011	9.25291456620E-05	1.94063421625E-05
0.8012	9.25506952500E-05	1.94100525090E-05
0.8013	9.25722412640E-05	1.94137628898E-05
0.8014	9.25937837070E-05	1.94174733049E-05
0.8015	9.26153225769E-05	1.94211837544E-05
0.8016	9.26368578760E-05	1.94248942378E-05
0.8017	9.26583896050E-05	1.94286047556E-05
0.8018	9.26799177620E-05	1.94323153072E-05
0.8019	9.27014423490E-05	1.94360258929E-05
0.802	9.27229633670E-05	1.94397365124E-05
0.8021	9.27444808140E-05	1.94434471658E-05
0.8022	9.27659946940E-05	1.94471578529E-05
0.8023	9.27875050040E-05	1.94508685736E-05
0.8024	9.28090117459E-05	1.94545793282E-05
0.8025	9.28305149199E-05	1.94582901158E-05
0.8026	9.28520145270E-05	1.94620009372E-05
0.8027	9.28735105660E-05	1.94657117919E-05
0.8028	9.28950030400E-05	1.94694226798E-05
0.8029	9.29164919460E-05	1.94731336011E-05
0.803	9.29379772870E-05	1.94768445555E-05
0.8031	9.29594590630E-05	1.94805555429E-05
0.8032	9.29809372730E-05	1.94842665634E-05
0.8033	9.30024119180E-05	1.94879776169E-05
0.8034	9.30238830010E-05	1.94916887031E-05
0.8035	9.30453505179E-05	1.94953998221E-05
0.8036	9.30668144720E-05	1.94991109739E-05
0.8037	9.30882748630E-05	1.95028221583E-05
0.8038	9.31097316910E-05	1.95065333753E-05
0.8039	9.31311849570E-05	1.95102446247E-05
0.804	9.31526346620E-05	1.95139559065E-05
0.8041	9.31740808030E-05	1.95176672208E-05
0.8042	9.31955233860E-05	1.95213785672E-05
0.8043	9.32169624060E-05	1.95250899458E-05
0.8044	9.32383978660E-05	1.95288013567E-05
0.8045	9.32598297669E-05	1.95325127993E-05
0.8046	9.32812581080E-05	1.95362242742E-05
0.8047	9.33026828890E-05	1.95399357807E-05
0.8048	9.33241041120E-05	1.95436473193E-05
0.8049	9.33455217760E-05	1.95473588894E-05
0.805	9.33669358830E-05	1.95510704913E-05
0.8051	9.33883464320E-05	1.95547821247E-05
0.8052	9.34097534230E-05	1.95584937896E-05
0.8053	9.34311568570E-05	1.95622054859E-05
0.8054	9.34525567360E-05	1.95659172137E-05
0.8055	9.34739530579E-05	1.95696289727E-05
0.8056	9.34953458250E-05	1.95733407628E-05
0.8057	9.35167350350E-05	1.95770525841E-05
0.8058	9.35381206920E-05	1.95807644365E-05
0.8059	9.35595027930E-05	1.95844763198E-05
0.806	9.35808813410E-05	1.95881882340E-05
0.8061	9.36022563340E-05	1.95919001791E-05
0.8062	9.36236277750E-05	1.95956121548E-05
0.8063	9.36449956610E-05	1.95993241612E-05
0.8064	9.36663599970E-05	1.96030361983E-05
0.8065	9.36877207779E-05	1.96067482657E-05
0.8066	9.37090780100E-05	1.96104603637E-05
0.8067	9.37304316880E-05	1.96141724920E-05
0.8068	9.37517818160E-05	1.96178846505E-05
0.8069	9.37731283930E-05	1.96215968393E-05
0.807	9.37944714200E-05	1.96253090581E-05
0.8071	9.38158108960E-05	1.96290213071E-05
0.8072	9.38371468240E-05	1.96327335859E-05
0.8073	9.38584792020E-05	1.96364458947E-05
0.8074	9.38798080310E-05	1.96401582332E-05
0.8075	9.39011333109E-05	1.96438706014E-05
0.8076	9.39224550440E-05	1.96475829994E-05
0.8077	9.39437732290E-05	1.96512954268E-05
0.8078	9.39650878670E-05	1.96550078839E-05
0.8079	9.39863989570E-05	1.96587203701E-05
0.808	9.40077065010E-05	1.96624328859E-05
0.8081	9.40290104990E-05	1.96661454308E-05
0.8082	9.40503109500E-05	1.96698580049E-05
0.8083	9.40716078580E-05	1.96735706081E-05
0.8084	9.40929012180E-05	1.96772832403E-05
0.8085	9.41141910349E-05	1.96809959015E-05
0.8086	9.41354773080E-05	1.96847085914E-05
0.8087	9.41567600360E-05	1.96884213102E-05
0.8088	9.41780392200E-05	1.96921340576E-05
0.8089	9.41993148620E-05	1.96958468337E-05
0.809	9.42205869610E-05	1.96995596383E-05
0.8091	9.42418555160E-05	1.97032724714E-05
0.8092	9.42631205310E-05	1.97069853327E-05
0.8093	9.42843820030E-05	1.97106982224E-05
0.8094	9.43056399340E-05	1.97144111403E-05
0.8095	9.43268943240E-05	1.97181240864E-05
0.8096	9.43481451719E-05	1.97218370605E-05
0.8097	9.43693924820E-05	1.97255500624E-05
0.8098	9.43906362510E-05	1.97292630924E-05
0.8099	9.44118764800E-05	1.97329761502E-05
0.81	9.44331131710E-05	1.97366892356E-05
0.8101	9.44543463220E-05	1.97404023487E-05
0.8102	9.44755759350E-05	1.97441154893E-05
0.8103	9.44968020100E-05	1.97478286575E-05
0.8104	9.45180245480E-05	1.97515418530E-05
0.8105	9.45392435470E-05	1.97552550759E-05
0.8106	9.45604590099E-05	1.97589683259E-05
0.8107	9.45816709360E-05	1.97626816032E-05
0.8108	9.46028793270E-05	1.97663949074E-05
0.8109	9.46240841800E-05	1.97701082388E-05
0.811	9.46452854990E-05	1.97738215969E-05
0.8111	9.46664832830E-05	1.97775349820E-05
0.8112	9.46876775310E-05	1.97812483937E-05
0.8113	9.47088682450E-05	1.97849618321E-05
0.8114	9.47300554250E-05	1.97886752971E-05
0.8115	9.47512390730E-05	1.97923887889E-05
0.8116	9.47724191839E-05	1.97961023065E-05
0.8117	9.47935957650E-05	1.97998158506E-05
0.8118	9.48147688110E-05	1.98035294213E-05
0.8119	9.48359383270E-05	1.98072430178E-05
0.812	9.48571043100E-05	1.98109566405E-05
0.8121	9.48782667610E-05	1.98146702892E-05
0.8122	9.48994256810E-05	1.98183839639E-05
0.8123	9.49205810710E-05	1.98220976644E-05
0.8124	9.49417329290E-05	1.98258113905E-05
0.8125	9.49628812580E-05	1.98295251424E-05
0.8126	9.49840260579E-05	1.98332389198E-05
0.8127	9.50051673260E-05	1.98369527228E-05
0.8128	9.50263050670E-05	1.98406665511E-05
0.8129	9.50474392790E-05	1.98443804048E-05
0.813	9.50685699620E-05	1.98480942837E-05
0.8131	9.50896971170E-05	1.98518081878E-05
0.8132	9.51108207450E-05	1.98555221170E-05
0.8133	9.51319408450E-05	1.98592360711E-05
0.8134	9.51530574180E-05	1.98629500502E-05
0.8135	9.51741704650E-05	1.98666640541E-05
0.8136	9.51952799849E-05	1.98703780827E-05
0.8137	9.52163859800E-05	1.98740921359E-05
0.8138	9.52374884480E-05	1.98778062139E-05
0.8139	9.52585873930E-05	1.98815203162E-05
0.814	9.52796828110E-05	1.98852344429E-05
0.8141	9.53007747050E-05	1.98889485940E-05
0.8142	9.53218630760E-05	1.98926627693E-05
0.8143	9.53429479220E-05	1.98963769687E-05
0.8144	9.53640292450E-05	1.99000911922E-05
0.8145	9.53851070450E-05	1.99038054397E-05
0.8146	9.54061813219E-05	1.99075197111E-05
0.8147	9.54272520760E-05	1.99112340062E-05
0.8148	9.54483193080E-05	1.99149483252E-05
0.8149	9.54693830200E-05	1.99186626677E-05
0.815	9.54904432090E-05	1.99223770338E-05
0.8151	9.55114998770E-05	1.99260914233E-05
0.8152	9.55325530250E-05	1.99298058363E-05
0.8153	9.55536026520E-05	1.99335202725E-05
0.8154	9.55746487600E-05	1.99372347318E-05
0.8155	9.55956913460E-05	1.99409492146E-05
0.8156	9.56167304159E-05	1.99446637200E-05
0.8157	9.56377659640E-05	1.99483782487E-05
0.8158	9.56587979960E-05	1.99520928000E-05
0.8159	9.56798265070E-05	1.99558073742E-05
0.816	9.57008515020E-05	1.99595219710E-05
0.8161	9.57218729790E-05	1.99632365907E-05
0.8162	9.57428909390E-05	1.99669512325E-05
0.8163	9.57639053810E-05	1.99706658970E-05
0.8164	9.57849163070E-05	1.99743805838E-05
0.8165	9.58059237170E-05	1.99780952929E-05
0.8166	9.58269276109E-05	1.99818100240E-05
0.8167	9.58479279890E-05	1.99855247774E-05
0.8168	9.58689248520E-05	1.99892395526E-05
0.8169	9.58899182000E-05	1.99929543499E-05
0.817	9.59109080340E-05	1.99966691689E-05
0.8171	9.59318943540E-05	2.00003840097E-05
0.8172	9.59528771580E-05	2.00040988721E-05
0.8173	9.59738564510E-05	2.00078137561E-05
0.8174	9.59948322300E-05	2.00115286616E-05
0.8175	9.60158044950E-05	2.00152435885E-05
0.8176	9.60367732489E-05	2.00189585366E-05
0.8177	9.60577384900E-05	2.00226735059E-05
0.8178	9.60787002200E-05	2.00263884965E-05
0.8179	9.60996584370E-05	2.00301035081E-05
0.818	9.61206131430E-05	2.00338185405E-05
0.8181	9.61415643390E-05	2.00375335940E-05
0.8182	9.61625120250E-05	2.00412486680E-05
0.8183	9.61834561990E-05	2.00449637629E-05
0.8184	9.62043968650E-05	2.00486788783E-05
0.8185	9.62253340200E-05	2.00523940143E-05
0.8186	9.62462676659E-05	2.00561091706E-05
0.8187	9.62671978040E-05	2.00598243473E-05
0.8188	9.62881244320E-05	2.00635395443E-05
0.8189	9.63090475530E-05	2.00672547615E-05
0.819	9.63299671670E-05	2.00709699986E-05
0.8191	9.63508832710E-05	2.00746852558E-05
0.8192	9.63717958690E-05	2.00784005328E-05
0.8193	9.63927049600E-05	2.00821158298E-05
0.8194	9.64136105450E-05	2.00858311463E-05
0.8195	9.64345126240E-05	2.00895464826E-05
0.8196	9.64554111949E-05	2.00932618383E-05
0.8197	9.64763062630E-05	2.00969772136E-05
0.8198	9.64971978240E-05	2.01006926081E-05
0.8199	9.65180858800E-05	2.01044080220E-05
0.82	9.65389704330E-05	2.01081234550E-05
0.8201	9.65598514800E-05	2.01118389072E-05
0.8202	9.65807290240E-05	2.01155543784E-05
0.8203	9.66016030640E-05	2.01192698684E-05
0.8204	9.66224736010E-05	2.01229853773E-05
0.8205	9.66433406350E-05	2.01267009050E-05
0.8206	9.66642041660E-05	2.01304164514E-05
0.8207	9.66850641949E-05	2.01341320161E-05
0.8208	9.67059207210E-05	2.01378475994E-05
0.8209	9.67267737470E-05	2.01415632012E-05
0.821	9.67476232700E-05	2.01452788211E-05
0.8211	9.67684692930E-05	2.01489944593E-05
0.8212	9.67893118140E-05	2.01527101157E-05
0.8213	9.68101508370E-05	2.01564257900E-05
0.8214	9.68309863570E-05	2.01601414823E-05
0.8215	9.68518183800E-05	2.01638571925E-05
0.8216	9.68726469010E-05	2.01675729202E-05
0.8217	9.68934719249E-05	2.01712886659E-05
0.8218	9.69142934490E-05	2.01750044290E-05
0.8219	9.69351114740E-05	2.01787202095E-05
0.822	9.69559260030E-05	2.01824360076E-05
0.8221	9.69767370310E-05	2.01861518229E-05
0.8222	9.69975445650E-05	2.01898676554E-05
0.8223	9.70183485990E-05	2.01935835050E-05
0.8224	9.70391491370E-05	2.01972993718E-05
0.8225	9.70599461790E-05	2.02010152553E-05
0.8226	9.70807397230E-05	2.02047311558E-05
0.8227	9.71015297729E-05	2.02084470731E-05
0.8228	9.71223163270E-05	2.02121630070E-05
0.8229	9.71430993850E-05	2.02158789575E-05
0.823	9.71638789480E-05	2.02195949244E-05
0.8231	9.71846550170E-05	2.02233109078E-05
0.8232	9.72054275910E-05	2.02270269076E-05
0.8233	9.72261966710E-05	2.02307429234E-05
0.8234	9.72469622570E-05	2.02344589554E-05
0.8235	9.72677243500E-05	2.02381750037E-05
0.8236	9.72884829500E-05	2.02418910675E-05
0.8237	9.73092380559E-05	2.02456071475E-05
0.8238	9.73299896710E-05	2.02493232431E-05
0.8239	9.73507377940E-05	2.02530393544E-05
0.824	9.73714824230E-05	2.02567554813E-05
0.8241	9.73922235630E-05	2.02604716237E-05
