3.48196667569282e-15		0.0349377704294937		
3.52423814881671e-11		0.0532066161470912		
3.36414131455186e-11		0.0530200870142561		
3.20558170724802e-11		0.0528286252075968		
3.04873493990323e-11		0.0526319998859215		
2.89384681088216e-11		0.0524300358427989		
2.74125919693542e-11		0.0522226505868521		
2.59144177328305e-11		0.0520099088914408		
2.44499577139157e-11		0.0517920592931844		
2.30261899582338e-11		0.0515695321490225		
2.16503692821407e-11		0.0513428907181747		
1.98860014789617e-11		0.0510574836850415		
