1.87173845572722e-09  	0.0694404644407099    	
1.77227676550119e-09  	0.0690775340254522    	
1.71648543261281e-09  	0.0688336960843752    	
1.66250782567958e-09  	0.0685902228537533    	
1.60793200687931e-09  	0.0683395818245278    	
1.55257654051431e-09  	0.0680806984047932    	
1.49653028086608e-09  	0.067813281130594     	
1.43981639266176e-09  	0.0675367634013803    	
1.38270040051655e-09  	0.067251352712556     	
1.32552336928955e-09  	0.066957530381003     	
1.26877021360967e-09  	0.0666563532815534    	
1.21307502008694e-09  	0.0663495733765555    	
