v1	Id(Mc2)
3.910000000000009e-002	3.237966e-010
3.920000000000010e-002	3.246586e-010
3.930000000000010e-002	3.255229e-010
3.940000000000010e-002	3.263895e-010
3.950000000000010e-002	3.272583e-010
3.960000000000011e-002	3.281295e-010
3.970000000000011e-002	3.290029e-010
3.980000000000011e-002	3.298787e-010
3.990000000000012e-002	3.307567e-010
4.000000000000012e-002	3.316371e-010
4.010000000000012e-002	3.325198e-010
4.020000000000013e-002	3.334048e-010
4.030000000000013e-002	3.342922e-010
4.040000000000013e-002	3.351819e-010
4.050000000000013e-002	3.360740e-010
4.060000000000014e-002	3.369684e-010
4.070000000000014e-002	3.378652e-010
4.080000000000014e-002	3.387643e-010
4.090000000000015e-002	3.396659e-010
4.100000000000015e-002	3.405697e-010
4.110000000000015e-002	3.414760e-010
4.120000000000015e-002	3.423847e-010
4.130000000000016e-002	3.432958e-010
4.140000000000016e-002	3.442092e-010
4.150000000000016e-002	3.451251e-010
4.160000000000017e-002	3.460434e-010
4.170000000000017e-002	3.469642e-010
4.180000000000017e-002	3.478873e-010
4.190000000000017e-002	3.488129e-010
4.200000000000018e-002	3.497409e-010
4.210000000000018e-002	3.506714e-010
4.220000000000018e-002	3.516043e-010
4.230000000000019e-002	3.525397e-010
4.240000000000019e-002	3.534776e-010
4.250000000000019e-002	3.544179e-010
4.260000000000019e-002	3.553607e-010
4.270000000000020e-002	3.563060e-010
4.280000000000020e-002	3.572538e-010
4.290000000000020e-002	3.582041e-010
4.300000000000021e-002	3.591570e-010
4.310000000000021e-002	3.601122e-010
4.320000000000021e-002	3.610701e-010
4.330000000000021e-002	3.620304e-010
4.340000000000022e-002	3.629933e-010
4.350000000000022e-002	3.639588e-010
4.360000000000022e-002	3.649268e-010
4.370000000000023e-002	3.658973e-010
4.380000000000023e-002	3.668704e-010
4.390000000000023e-002	3.678460e-010
4.400000000000023e-002	3.688242e-010
4.410000000000024e-002	3.698050e-010
4.420000000000024e-002	3.707884e-010
4.430000000000024e-002	3.717744e-010
4.440000000000025e-002	3.727630e-010
4.450000000000025e-002	3.737542e-010
4.460000000000025e-002	3.747480e-010
4.470000000000025e-002	3.757444e-010
4.480000000000026e-002	3.767434e-010
4.490000000000026e-002	3.777451e-010
4.500000000000026e-002	3.787494e-010
4.510000000000027e-002	3.797564e-010
4.520000000000027e-002	3.807660e-010
4.530000000000027e-002	3.817782e-010
4.540000000000027e-002	3.827932e-010
4.550000000000028e-002	3.838108e-010
4.560000000000028e-002	3.848311e-010
4.570000000000028e-002	3.858541e-010
4.580000000000029e-002	3.868798e-010
4.590000000000029e-002	3.879081e-010
4.600000000000029e-002	3.889392e-010
4.610000000000029e-002	3.899730e-010
4.620000000000030e-002	3.910096e-010
4.630000000000030e-002	3.920488e-010
4.640000000000030e-002	3.930908e-010
4.650000000000031e-002	3.941355e-010
4.660000000000031e-002	3.951830e-010
4.670000000000031e-002	3.962333e-010
4.680000000000031e-002	3.972863e-010
4.690000000000032e-002	3.983421e-010
4.700000000000032e-002	3.994007e-010
4.710000000000032e-002	4.004620e-010
4.720000000000033e-002	4.015261e-010
4.730000000000033e-002	4.025931e-010
4.740000000000033e-002	4.036629e-010
4.750000000000033e-002	4.047354e-010
4.760000000000034e-002	4.058108e-010
4.770000000000034e-002	4.068891e-010
4.780000000000034e-002	4.079701e-010
4.790000000000035e-002	4.090540e-010
4.800000000000035e-002	4.101408e-010
4.810000000000035e-002	4.112304e-010
4.820000000000035e-002	4.123229e-010
4.830000000000036e-002	4.134183e-010
4.840000000000036e-002	4.145166e-010
4.850000000000036e-002	4.156177e-010
4.860000000000037e-002	4.167217e-010
4.870000000000037e-002	4.178287e-010
4.880000000000037e-002	4.189386e-010
4.890000000000037e-002	4.200513e-010
4.900000000000038e-002	4.211670e-010
4.910000000000038e-002	4.222857e-010
4.920000000000038e-002	4.234073e-010
4.930000000000039e-002	4.245318e-010
4.940000000000039e-002	4.256593e-010
4.950000000000039e-002	4.267897e-010
4.960000000000039e-002	4.279232e-010
4.970000000000040e-002	4.290596e-010
4.980000000000040e-002	4.301990e-010
4.990000000000040e-002	4.313414e-010
5.000000000000041e-002	4.324868e-010
5.010000000000041e-002	4.336352e-010
5.020000000000041e-002	4.347867e-010
5.030000000000041e-002	4.359411e-010
5.040000000000042e-002	4.370986e-010
5.050000000000042e-002	4.382592e-010
5.060000000000042e-002	4.394227e-010
5.070000000000043e-002	4.405894e-010
5.080000000000043e-002	4.417591e-010
5.090000000000043e-002	4.429319e-010
5.100000000000043e-002	4.441078e-010
5.110000000000044e-002	4.452868e-010
5.120000000000044e-002	4.464688e-010
5.130000000000044e-002	4.476540e-010
5.140000000000045e-002	4.488423e-010
5.150000000000045e-002	4.500337e-010
5.160000000000045e-002	4.512283e-010
5.170000000000045e-002	4.524260e-010
5.180000000000046e-002	4.536268e-010
5.190000000000046e-002	4.548308e-010
5.200000000000046e-002	4.560379e-010
5.210000000000047e-002	4.572483e-010
5.220000000000047e-002	4.584618e-010
5.230000000000047e-002	4.596785e-010
5.240000000000047e-002	4.608983e-010
5.250000000000048e-002	4.621215e-010
5.260000000000048e-002	4.633478e-010
5.270000000000048e-002	4.645773e-010
5.280000000000049e-002	4.658101e-010
5.290000000000049e-002	4.670461e-010
5.300000000000049e-002	4.682853e-010
5.310000000000049e-002	4.695278e-010
5.320000000000050e-002	4.707736e-010
5.330000000000050e-002	4.720226e-010
5.340000000000050e-002	4.732749e-010
5.350000000000051e-002	4.745305e-010
5.360000000000051e-002	4.757894e-010
5.370000000000051e-002	4.770516e-010
5.380000000000051e-002	4.783172e-010
5.390000000000052e-002	4.795860e-010
5.400000000000052e-002	4.808582e-010
5.410000000000052e-002	4.821337e-010
5.420000000000053e-002	4.834126e-010
5.430000000000053e-002	4.846948e-010
5.440000000000053e-002	4.859804e-010
5.450000000000053e-002	4.872693e-010
5.460000000000054e-002	4.885617e-010
5.470000000000054e-002	4.898574e-010
5.480000000000054e-002	4.911566e-010
5.490000000000055e-002	4.924591e-010
5.500000000000055e-002	4.937651e-010
5.510000000000055e-002	4.950745e-010
5.520000000000055e-002	4.963873e-010
5.530000000000056e-002	4.977036e-010
5.540000000000056e-002	4.990233e-010
5.550000000000056e-002	5.003465e-010
5.560000000000057e-002	5.016732e-010
5.570000000000057e-002	5.030034e-010
5.580000000000057e-002	5.043370e-010
5.590000000000057e-002	5.056741e-010
5.600000000000058e-002	5.070148e-010
5.610000000000058e-002	5.083589e-010
5.620000000000058e-002	5.097066e-010
5.630000000000059e-002	5.110579e-010
5.640000000000059e-002	5.124126e-010
5.650000000000059e-002	5.137709e-010
5.660000000000059e-002	5.151328e-010
5.670000000000060e-002	5.164983e-010
5.680000000000060e-002	5.178673e-010
5.690000000000060e-002	5.192399e-010
5.700000000000061e-002	5.206162e-010
5.710000000000061e-002	5.219960e-010
5.720000000000061e-002	5.233795e-010
5.730000000000061e-002	5.247665e-010
5.740000000000062e-002	5.261572e-010
5.750000000000062e-002	5.275516e-010
5.760000000000062e-002	5.289496e-010
5.770000000000063e-002	5.303513e-010
5.780000000000063e-002	5.317566e-010
5.790000000000063e-002	5.331657e-010
5.800000000000063e-002	5.345784e-010
5.810000000000064e-002	5.359949e-010
5.820000000000064e-002	5.374150e-010
5.830000000000064e-002	5.388389e-010
5.840000000000065e-002	5.402665e-010
5.850000000000065e-002	5.416978e-010
5.860000000000065e-002	5.431329e-010
5.870000000000065e-002	5.445718e-010
5.880000000000066e-002	5.460144e-010
5.890000000000066e-002	5.474608e-010
5.900000000000066e-002	5.489110e-010
5.910000000000067e-002	5.503650e-010
5.920000000000067e-002	5.518228e-010
5.930000000000067e-002	5.532844e-010
5.940000000000067e-002	5.547499e-010
5.950000000000068e-002	5.562191e-010
5.960000000000068e-002	5.576923e-010
5.970000000000068e-002	5.591693e-010
5.980000000000069e-002	5.606501e-010
5.990000000000069e-002	5.621348e-010
6.000000000000069e-002	5.636235e-010
6.010000000000070e-002	5.651160e-010
6.020000000000070e-002	5.666125e-010
6.030000000000070e-002	5.681128e-010
6.040000000000070e-002	5.696171e-010
6.050000000000071e-002	5.711253e-010
6.060000000000071e-002	5.726375e-010
6.070000000000071e-002	5.741536e-010
6.080000000000072e-002	5.756737e-010
6.090000000000072e-002	5.771978e-010
6.100000000000072e-002	5.787258e-010
6.110000000000072e-002	5.802579e-010
6.120000000000073e-002	5.817940e-010
6.130000000000073e-002	5.833341e-010
6.140000000000073e-002	5.848782e-010
6.150000000000074e-002	5.864264e-010
6.160000000000074e-002	5.879786e-010
6.170000000000074e-002	5.895349e-010
6.180000000000074e-002	5.910952e-010
6.190000000000075e-002	5.926596e-010
6.200000000000075e-002	5.942282e-010
6.210000000000075e-002	5.958008e-010
6.220000000000076e-002	5.973776e-010
6.230000000000076e-002	5.989584e-010
6.240000000000076e-002	6.005434e-010
6.250000000000076e-002	6.021326e-010
6.260000000000077e-002	6.037259e-010
6.270000000000077e-002	6.053234e-010
6.280000000000077e-002	6.069251e-010
6.290000000000078e-002	6.085309e-010
6.300000000000078e-002	6.101409e-010
6.310000000000078e-002	6.117552e-010
6.320000000000078e-002	6.133737e-010
6.330000000000079e-002	6.149964e-010
6.340000000000079e-002	6.166233e-010
6.350000000000079e-002	6.182545e-010
6.360000000000080e-002	6.198900e-010
6.370000000000080e-002	6.215297e-010
6.380000000000080e-002	6.231738e-010
6.390000000000080e-002	6.248221e-010
6.400000000000081e-002	6.264747e-010
6.410000000000081e-002	6.281317e-010
6.420000000000081e-002	6.297930e-010
6.430000000000082e-002	6.314586e-010
6.440000000000082e-002	6.331286e-010
6.450000000000082e-002	6.348029e-010
6.460000000000082e-002	6.364816e-010
6.470000000000083e-002	6.381648e-010
6.480000000000083e-002	6.398523e-010
6.490000000000083e-002	6.415442e-010
6.500000000000084e-002	6.432405e-010
6.510000000000084e-002	6.449413e-010
6.520000000000084e-002	6.466465e-010
6.530000000000084e-002	6.483562e-010
6.540000000000085e-002	6.500703e-010
6.550000000000085e-002	6.517890e-010
6.560000000000085e-002	6.535120e-010
6.570000000000086e-002	6.552396e-010
6.580000000000086e-002	6.569718e-010
6.590000000000086e-002	6.587084e-010
6.600000000000086e-002	6.604495e-010
6.610000000000087e-002	6.621953e-010
6.620000000000087e-002	6.639456e-010
6.630000000000087e-002	6.657004e-010
6.640000000000088e-002	6.674598e-010
6.650000000000088e-002	6.692238e-010
6.660000000000088e-002	6.709925e-010
6.670000000000088e-002	6.727657e-010
6.680000000000089e-002	6.745436e-010
6.690000000000089e-002	6.763261e-010
6.700000000000089e-002	6.781133e-010
6.710000000000090e-002	6.799051e-010
6.720000000000090e-002	6.817016e-010
6.730000000000090e-002	6.835028e-010
6.740000000000090e-002	6.853088e-010
6.750000000000091e-002	6.871194e-010
6.760000000000091e-002	6.889347e-010
6.770000000000091e-002	6.907547e-010
6.780000000000092e-002	6.925796e-010
6.790000000000092e-002	6.944091e-010
6.800000000000092e-002	6.962435e-010
6.810000000000092e-002	6.980826e-010
6.820000000000093e-002	6.999266e-010
6.830000000000093e-002	7.017754e-010
6.840000000000093e-002	7.036289e-010
6.850000000000094e-002	7.054873e-010
6.860000000000094e-002	7.073506e-010
6.870000000000094e-002	7.092187e-010
6.880000000000094e-002	7.110917e-010
6.890000000000095e-002	7.129696e-010
6.900000000000095e-002	7.148523e-010
6.910000000000095e-002	7.167400e-010
6.920000000000096e-002	7.186327e-010
6.930000000000096e-002	7.205302e-010
6.940000000000096e-002	7.224327e-010
6.950000000000096e-002	7.243401e-010
6.960000000000097e-002	7.262525e-010
6.970000000000097e-002	7.281699e-010
6.980000000000097e-002	7.300923e-010
6.990000000000098e-002	7.320197e-010
7.000000000000098e-002	7.339522e-010
7.010000000000098e-002	7.358896e-010
7.020000000000098e-002	7.378321e-010
7.030000000000099e-002	7.397797e-010
7.040000000000099e-002	7.417324e-010
7.050000000000099e-002	7.436901e-010
7.060000000000100e-002	7.456530e-010
7.070000000000100e-002	7.476209e-010
7.080000000000100e-002	7.495940e-010
7.090000000000100e-002	7.515722e-010
7.100000000000101e-002	7.535556e-010
7.110000000000101e-002	7.555442e-010
7.120000000000101e-002	7.575379e-010
7.130000000000102e-002	7.595368e-010
7.140000000000102e-002	7.615409e-010
7.150000000000102e-002	7.635503e-010
7.160000000000102e-002	7.655649e-010
7.170000000000103e-002	7.675847e-010
7.180000000000103e-002	7.696098e-010
7.190000000000103e-002	7.716401e-010
7.200000000000104e-002	7.736758e-010
7.210000000000104e-002	7.757168e-010
7.220000000000104e-002	7.777630e-010
7.230000000000104e-002	7.798146e-010
7.240000000000105e-002	7.818716e-010
7.250000000000105e-002	7.839338e-010
7.260000000000105e-002	7.860015e-010
7.270000000000106e-002	7.880745e-010
7.280000000000106e-002	7.901529e-010
7.290000000000106e-002	7.922368e-010
7.300000000000106e-002	7.943260e-010
7.310000000000107e-002	7.964208e-010
7.320000000000107e-002	7.985209e-010
7.330000000000107e-002	8.006265e-010
