v1	Id(M)
4.120000000000015e-002	5.850660e-010
4.130000000000016e-002	5.866176e-010
4.140000000000016e-002	5.881734e-010
4.150000000000016e-002	5.897332e-010
4.160000000000017e-002	5.912971e-010
4.170000000000017e-002	5.928651e-010
4.180000000000017e-002	5.944373e-010
4.190000000000017e-002	5.960136e-010
4.200000000000018e-002	5.975940e-010
4.210000000000018e-002	5.991785e-010
4.220000000000018e-002	6.007673e-010
4.230000000000019e-002	6.023602e-010
4.240000000000019e-002	6.039573e-010
4.250000000000019e-002	6.055585e-010
4.260000000000019e-002	6.071640e-010
4.270000000000020e-002	6.087738e-010
4.280000000000020e-002	6.103877e-010
4.290000000000020e-002	6.120059e-010
4.300000000000021e-002	6.136283e-010
4.310000000000021e-002	6.152550e-010
4.320000000000021e-002	6.168859e-010
4.330000000000021e-002	6.185212e-010
4.340000000000022e-002	6.201607e-010
4.350000000000022e-002	6.218045e-010
4.360000000000022e-002	6.234527e-010
4.370000000000023e-002	6.251051e-010
4.380000000000023e-002	6.267620e-010
4.390000000000023e-002	6.284231e-010
4.400000000000023e-002	6.300886e-010
4.410000000000024e-002	6.317585e-010
4.420000000000024e-002	6.334328e-010
4.430000000000024e-002	6.351115e-010
4.440000000000025e-002	6.367946e-010
4.450000000000025e-002	6.384820e-010
4.460000000000025e-002	6.401740e-010
4.470000000000025e-002	6.418703e-010
4.480000000000026e-002	6.435711e-010
4.490000000000026e-002	6.452764e-010
4.500000000000026e-002	6.469862e-010
4.510000000000027e-002	6.487004e-010
4.520000000000027e-002	6.504192e-010
4.530000000000027e-002	6.521424e-010
4.540000000000027e-002	6.538702e-010
4.550000000000028e-002	6.556025e-010
4.560000000000028e-002	6.573393e-010
4.570000000000028e-002	6.590807e-010
4.580000000000029e-002	6.608267e-010
4.590000000000029e-002	6.625772e-010
4.600000000000029e-002	6.643324e-010
4.610000000000029e-002	6.660921e-010
4.620000000000030e-002	6.678564e-010
4.630000000000030e-002	6.696254e-010
4.640000000000030e-002	6.713990e-010
4.650000000000031e-002	6.731773e-010
4.660000000000031e-002	6.749603e-010
4.670000000000031e-002	6.767478e-010
4.680000000000031e-002	6.785401e-010
4.690000000000032e-002	6.803371e-010
4.700000000000032e-002	6.821388e-010
4.710000000000032e-002	6.839452e-010
4.720000000000033e-002	6.857564e-010
4.730000000000033e-002	6.875723e-010
4.740000000000033e-002	6.893930e-010
4.750000000000033e-002	6.912184e-010
4.760000000000034e-002	6.930486e-010
4.770000000000034e-002	6.948837e-010
4.780000000000034e-002	6.967235e-010
4.790000000000035e-002	6.985681e-010
4.800000000000035e-002	7.004176e-010
4.810000000000035e-002	7.022720e-010
4.820000000000035e-002	7.041311e-010
4.830000000000036e-002	7.059952e-010
4.840000000000036e-002	7.078641e-010
4.850000000000036e-002	7.097380e-010
4.860000000000037e-002	7.116167e-010
4.870000000000037e-002	7.135004e-010
4.880000000000037e-002	7.153890e-010
4.890000000000037e-002	7.172825e-010
4.900000000000038e-002	7.191810e-010
4.910000000000038e-002	7.210845e-010
4.920000000000038e-002	7.229930e-010
4.930000000000039e-002	7.249064e-010
4.940000000000039e-002	7.268249e-010
4.950000000000039e-002	7.287484e-010
4.960000000000039e-002	7.306770e-010
4.970000000000040e-002	7.326105e-010
4.980000000000040e-002	7.345491e-010
4.990000000000040e-002	7.364929e-010
5.000000000000041e-002	7.384417e-010
5.010000000000041e-002	7.403956e-010
5.020000000000041e-002	7.423546e-010
5.030000000000041e-002	7.443188e-010
5.040000000000042e-002	7.462881e-010
5.050000000000042e-002	7.482625e-010
5.060000000000042e-002	7.502421e-010
5.070000000000043e-002	7.522269e-010
5.080000000000043e-002	7.542169e-010
5.090000000000043e-002	7.562121e-010
5.100000000000043e-002	7.582125e-010
5.110000000000044e-002	7.602182e-010
5.120000000000044e-002	7.622291e-010
5.130000000000044e-002	7.642453e-010
5.140000000000045e-002	7.662667e-010
5.150000000000045e-002	7.682934e-010
5.160000000000045e-002	7.703255e-010
5.170000000000045e-002	7.723628e-010
5.180000000000046e-002	7.744055e-010
5.190000000000046e-002	7.764535e-010
5.200000000000046e-002	7.785069e-010
5.210000000000047e-002	7.805656e-010
5.220000000000047e-002	7.826297e-010
5.230000000000047e-002	7.846993e-010
5.240000000000047e-002	7.867742e-010
5.250000000000048e-002	7.888546e-010
5.260000000000048e-002	7.909404e-010
5.270000000000048e-002	7.930316e-010
5.280000000000049e-002	7.951284e-010
5.290000000000049e-002	7.972306e-010
5.300000000000049e-002	7.993383e-010
5.310000000000049e-002	8.014515e-010
5.320000000000050e-002	8.035702e-010
5.330000000000050e-002	8.056945e-010
5.340000000000050e-002	8.078243e-010
5.350000000000051e-002	8.099597e-010
5.360000000000051e-002	8.121007e-010
5.370000000000051e-002	8.142472e-010
5.380000000000051e-002	8.163994e-010
5.390000000000052e-002	8.185572e-010
5.400000000000052e-002	8.207207e-010
5.410000000000052e-002	8.228898e-010
5.420000000000053e-002	8.250645e-010
5.430000000000053e-002	8.272450e-010
5.440000000000053e-002	8.294311e-010
5.450000000000053e-002	8.316229e-010
5.460000000000054e-002	8.338205e-010
5.470000000000054e-002	8.360239e-010
5.480000000000054e-002	8.382329e-010
5.490000000000055e-002	8.404478e-010
5.500000000000055e-002	8.426684e-010
5.510000000000055e-002	8.448948e-010
5.520000000000055e-002	8.471271e-010
5.530000000000056e-002	8.493651e-010
5.540000000000056e-002	8.516091e-010
5.550000000000056e-002	8.538588e-010
5.560000000000057e-002	8.561145e-010
5.570000000000057e-002	8.583760e-010
5.580000000000057e-002	8.606434e-010
5.590000000000057e-002	8.629168e-010
5.600000000000058e-002	8.651961e-010
5.610000000000058e-002	8.674814e-010
5.620000000000058e-002	8.697726e-010
5.630000000000059e-002	8.720697e-010
5.640000000000059e-002	8.743730e-010
5.650000000000059e-002	8.766822e-010
5.660000000000059e-002	8.789974e-010
5.670000000000060e-002	8.813186e-010
5.680000000000060e-002	8.836459e-010
5.690000000000060e-002	8.859793e-010
5.700000000000061e-002	8.883189e-010
5.710000000000061e-002	8.906644e-010
5.720000000000061e-002	8.930162e-010
5.730000000000061e-002	8.953740e-010
5.740000000000062e-002	8.977380e-010
5.750000000000062e-002	9.001082e-010
5.760000000000062e-002	9.024845e-010
5.770000000000063e-002	9.048670e-010
5.780000000000063e-002	9.072558e-010
5.790000000000063e-002	9.096508e-010
5.800000000000063e-002	9.120520e-010
5.810000000000064e-002	9.144595e-010
5.820000000000064e-002	9.168733e-010
5.830000000000064e-002	9.192934e-010
5.840000000000065e-002	9.217197e-010
5.850000000000065e-002	9.241524e-010
5.860000000000065e-002	9.265915e-010
5.870000000000065e-002	9.290369e-010
5.880000000000066e-002	9.314887e-010
5.890000000000066e-002	9.339468e-010
5.900000000000066e-002	9.364114e-010
5.910000000000067e-002	9.388824e-010
5.920000000000067e-002	9.413599e-010
5.930000000000067e-002	9.438438e-010
5.940000000000067e-002	9.463341e-010
5.950000000000068e-002	9.488310e-010
5.960000000000068e-002	9.513343e-010
5.970000000000068e-002	9.538442e-010
5.980000000000069e-002	9.563607e-010
5.990000000000069e-002	9.588836e-010
6.000000000000069e-002	9.614133e-010
6.010000000000070e-002	9.639494e-010
6.020000000000070e-002	9.664921e-010
6.030000000000070e-002	9.690415e-010
6.040000000000070e-002	9.715976e-010
6.050000000000071e-002	9.741602e-010
6.060000000000071e-002	9.767296e-010
6.070000000000071e-002	9.793056e-010
6.080000000000072e-002	9.818885e-010
6.090000000000072e-002	9.844779e-010
6.100000000000072e-002	9.870741e-010
6.110000000000072e-002	9.896771e-010
6.120000000000073e-002	9.922869e-010
6.130000000000073e-002	9.949034e-010
6.140000000000073e-002	9.975268e-010
6.150000000000074e-002	1.000157e-009
6.160000000000074e-002	1.002794e-009
6.170000000000074e-002	1.005438e-009
6.180000000000074e-002	1.008089e-009
6.190000000000075e-002	1.010746e-009
6.200000000000075e-002	1.013411e-009
6.210000000000075e-002	1.016083e-009
6.220000000000076e-002	1.018761e-009
6.230000000000076e-002	1.021447e-009
6.240000000000076e-002	1.024139e-009
6.250000000000076e-002	1.026839e-009
6.260000000000077e-002	1.029545e-009
6.270000000000077e-002	1.032259e-009
6.280000000000077e-002	1.034979e-009
6.290000000000078e-002	1.037707e-009
6.300000000000078e-002	1.040442e-009
6.310000000000078e-002	1.043183e-009
6.320000000000078e-002	1.045932e-009
6.330000000000079e-002	1.048688e-009
6.340000000000079e-002	1.051452e-009
6.350000000000079e-002	1.054222e-009
6.360000000000080e-002	1.057000e-009
6.370000000000080e-002	1.059785e-009
6.380000000000080e-002	1.062577e-009
6.390000000000080e-002	1.065377e-009
6.400000000000081e-002	1.068183e-009
6.410000000000081e-002	1.070997e-009
6.420000000000081e-002	1.073819e-009
6.430000000000082e-002	1.076647e-009
6.440000000000082e-002	1.079483e-009
6.450000000000082e-002	1.082327e-009
6.460000000000082e-002	1.085178e-009
6.470000000000083e-002	1.088036e-009
6.480000000000083e-002	1.090901e-009
6.490000000000083e-002	1.093774e-009
6.500000000000084e-002	1.096655e-009
6.510000000000084e-002	1.099543e-009
6.520000000000084e-002	1.102438e-009
6.530000000000084e-002	1.105341e-009
6.540000000000085e-002	1.108252e-009
6.550000000000085e-002	1.111170e-009
6.560000000000085e-002	1.114096e-009
6.570000000000086e-002	1.117029e-009
6.580000000000086e-002	1.119970e-009
6.590000000000086e-002	1.122919e-009
6.600000000000086e-002	1.125875e-009
6.610000000000087e-002	1.128839e-009
6.620000000000087e-002	1.131811e-009
6.630000000000087e-002	1.134790e-009
6.640000000000088e-002	1.137777e-009
6.650000000000088e-002	1.140772e-009
6.660000000000088e-002	1.143774e-009
6.670000000000088e-002	1.146785e-009
6.680000000000089e-002	1.149803e-009
6.690000000000089e-002	1.152829e-009
6.700000000000089e-002	1.155863e-009
6.710000000000090e-002	1.158905e-009
6.720000000000090e-002	1.161954e-009
6.730000000000090e-002	1.165012e-009
6.740000000000090e-002	1.168077e-009
6.750000000000091e-002	1.171151e-009
6.760000000000091e-002	1.174232e-009
6.770000000000091e-002	1.177322e-009
6.780000000000092e-002	1.180419e-009
6.790000000000092e-002	1.183525e-009
6.800000000000092e-002	1.186638e-009
6.810000000000092e-002	1.189760e-009
6.820000000000093e-002	1.192890e-009
6.830000000000093e-002	1.196027e-009
6.840000000000093e-002	1.199173e-009
6.850000000000094e-002	1.202328e-009
6.860000000000094e-002	1.205490e-009
6.870000000000094e-002	1.208660e-009
6.880000000000094e-002	1.211839e-009
6.890000000000095e-002	1.215026e-009
6.900000000000095e-002	1.218221e-009
6.910000000000095e-002	1.221425e-009
6.920000000000096e-002	1.224637e-009
6.930000000000096e-002	1.227857e-009
6.940000000000096e-002	1.231085e-009
6.950000000000096e-002	1.234322e-009
6.960000000000097e-002	1.237568e-009
6.970000000000097e-002	1.240821e-009
6.980000000000097e-002	1.244083e-009
6.990000000000098e-002	1.247354e-009
7.000000000000098e-002	1.250633e-009
7.010000000000098e-002	1.253921e-009
7.020000000000098e-002	1.257217e-009
7.030000000000099e-002	1.260521e-009
7.040000000000099e-002	1.263834e-009
7.050000000000099e-002	1.267156e-009
7.060000000000100e-002	1.270486e-009
7.070000000000100e-002	1.273825e-009
7.080000000000100e-002	1.277173e-009
7.090000000000100e-002	1.280529e-009
7.100000000000101e-002	1.283894e-009
7.110000000000101e-002	1.287268e-009
7.120000000000101e-002	1.290651e-009
7.130000000000102e-002	1.294042e-009
7.140000000000102e-002	1.297442e-009
7.150000000000102e-002	1.300851e-009
7.160000000000102e-002	1.304268e-009
7.170000000000103e-002	1.307695e-009
7.180000000000103e-002	1.311130e-009
7.190000000000103e-002	1.314574e-009
7.200000000000104e-002	1.318027e-009
7.210000000000104e-002	1.321489e-009
7.220000000000104e-002	1.324960e-009
7.230000000000104e-002	1.328440e-009
7.240000000000105e-002	1.331929e-009
7.250000000000105e-002	1.335428e-009
7.260000000000105e-002	1.338935e-009
7.270000000000106e-002	1.342451e-009
7.280000000000106e-002	1.345976e-009
7.290000000000106e-002	1.349511e-009
7.300000000000106e-002	1.353054e-009
7.310000000000107e-002	1.356607e-009
7.320000000000107e-002	1.360169e-009
7.330000000000107e-002	1.363740e-009
