0,3.561061792157970E-12,
0.0001,3.569056705859920E-12,7.994913701950240E-11
0.0002,3.577076567721750E-12,8.019861861829880E-11
0.0003,3.585121455548390E-12,8.044887826639840E-11
0.0004,3.593191447387780E-12,8.069991839390280E-11
0.0005,3.601286621531030E-12,8.095174143249680E-11
0.0006,3.609407056512980E-12,8.120434981949960E-11
0.0007,3.617552831113510E-12,8.145774600530030E-11
0.0008,3.625724024357650E-12,8.171193244140320E-11
0.0009,3.633920715516660E-12,8.196691159010030E-11
0.001,3.642142984109460E-12,8.222268592799770E-11
0.0011,3.650390909901620E-12,8.247925792160440E-11
0.0012,3.658664572907860E-12,8.273663006239410E-11
0.0013,3.666964053392490E-12,8.299480484629910E-11
0.0014,3.675289431869390E-12,8.325378476900610E-11
0.0015,3.683640789103930E-12,8.351357234539440E-11
0.0016,3.692018206112140E-12,8.377417008210400E-11
0.0017,3.700421764163420E-12,8.403558051279580E-11
0.0018,3.708851544779780E-12,8.429780616360130E-11
0.0019,3.717307629737710E-12,8.456084957930500E-11
0.002,3.725790101068200E-12,8.482471330489270E-11
0.0021,3.734299041057550E-12,8.508939989350110E-11
0.0022,3.742834532249580E-12,8.535491192030270E-11
0.0023,3.751396657443800E-12,8.562125194219970E-11
0.0024,3.759985499698450E-12,8.588842254649730E-11
0.0025,3.768601142330880E-12,8.615642632430630E-11
0.0026,3.777243668917220E-12,8.642526586340320E-11
0.0027,3.785913163294680E-12,8.669494377459800E-11
0.0028,3.794609709561150E-12,8.696546266470020E-11
0.0029,3.803333392077170E-12,8.723682516020030E-11
0.003,3.812084295465220E-12,8.750903388050640E-11
0.0031,3.820862504612700E-12,8.778209147479470E-11
0.0032,3.829668104670180E-12,8.805600057479870E-11
0.0033,3.838501181054390E-12,8.833076384210260E-11
0.0034,3.847361819447550E-12,8.860638393159980E-11
0.0035,3.856250105799270E-12,8.888286351720000E-11
0.0036,3.865166126327050E-12,8.916020527779830E-11
0.0037,3.874109967516560E-12,8.943841189510610E-11
0.0038,3.883081716123020E-12,8.971748606459490E-11
0.0039,3.892081459172250E-12,8.999743049229920E-11
0.004,3.901109283960790E-12,9.027824788540230E-11
0.0041,3.910165278057820E-12,9.055994097030390E-11
0.0042,3.919249529304480E-12,9.084251246659540E-11
0.0043,3.928362125815860E-12,9.112596511380400E-11
0.0044,3.937503155982170E-12,9.141030166309450E-11
0.0045,3.946672708467620E-12,9.169552485450520E-11
0.0046,3.955870872214430E-12,9.198163746809710E-11
0.0047,3.965097736440850E-12,9.226864226419860E-11
0.0048,3.974353390642450E-12,9.255654201599420E-11
0.0049,3.983637924595290E-12,9.284533952839820E-11
0.005,3.992951428353970E-12,9.313503758680090E-11
0.0051,4.002293992253360E-12,9.342563899389950E-11
0.0052,4.011665706910850E-12,9.371714657489620E-11
0.0053,4.021066663225450E-12,9.400956314600730E-11
0.0054,4.030496952379610E-12,9.430289154159710E-11
0.0055,4.039956665839040E-12,9.459713459429880E-11
0.0056,4.049445895355480E-12,9.489229516440200E-11
0.0057,4.058964732966340E-12,9.518837610859830E-11
0.0058,4.068513270994850E-12,9.548538028510370E-11
0.0059,4.078091602052440E-12,9.578331057589700E-11
0.006,4.087699819039660E-12,9.608216987220310E-11
0.0061,4.097338015145390E-12,9.638196105729490E-11
0.0062,4.107006283849780E-12,9.668268704389920E-11
0.0063,4.116704718923080E-12,9.698435073300210E-11
