0.0001,4.509805406730E-09
0.0002,4.523878745840E-09
0.0003,4.537995977170E-09
0.0004,4.552157237780E-09
0.0005,4.566362665010E-09
0.0006,4.580612396290E-09
0.0007,4.594906569570E-09
0.0008,4.609245323820E-09
0.0009,4.623628797340E-09
0.001,4.638057129950E-09
0.0011,4.652530461240E-09
0.0012,4.667048931370E-09
0.0013,4.681612681270E-09
0.0014,4.696221851520E-09
0.0015,4.710876584280E-09
0.0016,4.725577021250E-09
0.0017,4.740323304560E-09
0.0018,4.755115577390E-09
0.0019,4.769953983180E-09
0.002,4.784838665350E-09
0.0021,4.799769767970E-09
0.0022,4.814747436390E-09
0.0023,4.829771815150E-09
0.0024,4.844843049580E-09
0.0025,4.859961286410E-09
0.0026,4.875126671420E-09
0.0027,4.890339351780E-09
0.0028,4.905599475020E-09
0.0029,4.920907188760E-09
0.003,4.936262641230E-09
0.0031,4.951665981580E-09
0.0032,4.967117358240E-09
0.0033,4.982616921760E-09
0.0034,4.998164821670E-09
0.0035,5.013761208950E-09
0.0036,5.029406234520E-09
0.0037,5.045100049590E-09
0.0038,5.060842806890E-09
0.0039,5.076634658500E-09
0.004,5.092475757230E-09
0.0041,5.108366256760E-09
0.0042,5.124306310990E-09
0.0043,5.140296074320E-09
0.0044,5.156335701600E-09
0.0045,5.172425347930E-09
0.0046,5.188565169790E-09
0.0047,5.204755322710E-09
0.0048,5.220995964139E-09
0.0049,5.237287251280E-09
0.005,5.253629341540E-09
0.0051,5.270022393570E-09
0.0052,5.286466566190E-09
0.0053,5.302962018060E-09
0.0054,5.319508909920E-09
0.0055,5.336107401120E-09
0.0056,5.352757652940E-09
0.0057,5.369459826590E-09
0.0058,5.386214083840E-09
0.0059,5.403020586480E-09
0.006,5.419879497900E-09
0.0061,5.436790981090E-09
0.0062,5.453755200010E-09
0.0063,5.470772318600E-09
0.0064,5.487842502260E-09
0.0065,5.504965915480E-09
0.0066,5.522142724900E-09
0.0067,5.539373096430E-09
0.0068,5.556657196810E-09
0.0069,5.573995193910E-09
0.007,5.591387255420E-09
0.0071,5.608833549310E-09
0.0072,5.626334245470E-09
0.0073,5.643889512420E-09
0.0074,5.661499520560E-09
0.0075,5.679164440870E-09
0.0076,5.696884443630E-09
0.0077,5.714659701020E-09
0.0078,5.732490384620E-09
0.0079,5.750376667670E-09
0.008,5.768318723250E-09
0.0081,5.786316724890E-09
0.0082,5.804370846740E-09
0.0083,5.822481263900E-09
0.0084,5.840648152000E-09
0.0085,5.858871686220E-09
0.0086,5.877152043540E-09
0.0087,5.895489401140E-09
0.0088,5.913883935850E-09
0.0089,5.932335826650E-09
0.009,5.950845251690E-09
0.0091,5.969412390080E-09
0.0092,5.988037421950E-09
0.0093,6.006720527301E-09
0.0094,6.025461887580E-09
0.0095,6.044261683870E-09
0.0096,6.063120098000E-09
0.0097,6.082037312600E-09
0.0098,6.101013511590E-09
0.0099,6.120048877750E-09
0.01,6.139143595830E-09
0.0101,6.158297850466E-09
0.0102,6.177511827740E-09
0.0103,6.196785712680E-09
0.0104,6.216119692780E-09
0.0105,6.235513954880E-09
0.0106,6.254968686350E-09
0.0107,6.274484076210E-09
0.0108,6.294060313420E-09
0.0109,6.313697586610E-09
0.011,6.333396086710E-09
0.0111,6.353156004440E-09
0.0112,6.372977530620E-09
0.0113,6.392860857400E-09
0.0114,6.412806177500E-09
0.0115,6.432813683460E-09
0.0116,6.452883569410E-09
