0,3.207733516736000E-11,
0.0001,3.217930965045160E-11,1.019744830915990E-09
0.0002,3.228161831036050E-11,1.023086599088980E-09
0.0003,3.238426224002310E-11,1.026439296626030E-09
0.0004,3.248724253600680E-11,1.029802959836990E-09
0.0005,3.259056029836640E-11,1.033177623595990E-09
0.0006,3.269421663079430E-11,1.036563324279030E-09
0.0007,3.279821264058610E-11,1.039960097918000E-09
0.0008,3.290254943863600E-11,1.043367980498970E-09
0.0009,3.300722813943190E-11,1.046787007958980E-09
0.001,3.311224986114590E-11,1.050217217140000E-09
0.0011,3.321761572556670E-11,1.053658644208010E-09
0.0012,3.332332685812720E-11,1.057111325605010E-09
0.0013,3.342938438797840E-11,1.060575298511990E-09
0.0014,3.353578944790710E-11,1.064050599287050E-09
0.0015,3.364254317442560E-11,1.067537265184960E-09
0.0016,3.374964670770480E-11,1.071035332792000E-09
0.0017,3.385710119168070E-11,1.074544839759030E-09
0.0018,3.396490777400240E-11,1.078065823216970E-09
0.0019,3.407306760606000E-11,1.081598320576020E-09
0.002,3.418158184299620E-11,1.085142369362010E-09
0.0021,3.429045164370230E-11,1.088698007060960E-09
0.0022,3.439967817089360E-11,1.092265271913030E-09
0.0023,3.450926259104150E-11,1.095844201478960E-09
0.0024,3.461920607441770E-11,1.099434833762000E-09
0.0025,3.472950979510550E-11,1.103037206878040E-09
0.0026,3.484017493104410E-11,1.106651359386110E-09
0.0027,3.495120266399310E-11,1.110277329489970E-09
0.0028,3.506259417957580E-11,1.113915155826990E-09
0.0029,3.517435066725940E-11,1.117564876836000E-09
0.003,3.528647332039960E-11,1.121226531401990E-09
0.0031,3.539896333623630E-11,1.124900158367050E-09
0.0032,3.551182191593850E-11,1.128585797021980E-09
0.0033,3.562505026455150E-11,1.132283486129970E-09
0.0034,3.573864959107400E-11,1.135993265225000E-09
0.0035,3.585262110843830E-11,1.139715173643000E-09
0.0036,3.596696603352240E-11,1.143449250841010E-09
0.0037,3.608168558717870E-11,1.147195536562990E-09
0.0038,3.619678099426310E-11,1.150954070844030E-09
0.0039,3.631225348356530E-11,1.154724893021980E-09
0.004,3.642810428791950E-11,1.158508043541990E-09
0.0041,3.654433464418500E-11,1.162303562655040E-09
0.0042,3.666094579322500E-11,1.166111490399970E-09
0.0043,3.677793897996920E-11,1.169931867442030E-09
0.0044,3.689531545337660E-11,1.173764734074000E-09
0.0045,3.701307646651490E-11,1.177610131382990E-09
0.0046,3.713122327652320E-11,1.181468100083020E-09
0.0047,3.724975714459150E-11,1.185338680683010E-09
0.0048,3.736867933609030E-11,1.189221914987880E-09
0.0049,3.748799112046650E-11,1.193117843761980E-09
0.005,3.760769377130700E-11,1.197026508404960E-09
0.0051,3.772778856638430E-11,1.200947950773040E-09
0.0052,3.784827678760350E-11,1.204882212191990E-09
0.0053,3.796915972104800E-11,1.208829334444990E-09
0.0054,3.809043865697630E-11,1.212789359282990E-09
0.0055,3.821211488991920E-11,1.216762329429020E-09
0.0056,3.833418971852450E-11,1.220748286052990E-09
0.0057,3.845666444575560E-11,1.224747272311010E-09
0.0058,3.857954037878720E-11,1.228759330316020E-09
0.0059,3.870281882905120E-11,1.232784502639990E-09
0.006,3.882650111226850E-11,1.236822832172980E-09
0.0061,3.895058854841040E-11,1.240874361419010E-09
0.0062,3.907508246179740E-11,1.244939133869960E-09
0.0063,3.919998418102780E-11,1.249017192304020E-09
0.0064,3.932529503904160E-11,1.253108580137990E-09
0.0065,3.945101637311820E-11,1.257213340766030E-09
0.0066,3.957714952490600E-11,1.261331517877980E-09
0.0067,3.970369584040260E-11,1.265463154965990E-09
0.0068,3.983065667001940E-11,1.269608296168030E-09
0.0069,3.995803336854450E-11,1.273766985250960E-09
0.007,4.008582729515530E-11,1.277939266108010E-09
0.0071,4.021403981353730E-11,1.282125183819980E-09
0.0072,4.034267229172410E-11,1.286324781868020E-09
0.0073,4.047172610225040E-11,1.290538105263000E-09
0.0074,4.060120262214800E-11,1.294765198975990E-09
0.0075,4.073110323289140E-11,1.299006107434010E-09
0.0076,4.086142932046280E-11,1.303260875714050E-09
0.0077,4.099218227536730E-11,1.307529549044960E-09
0.0078,4.112336349264640E-11,1.311812172791000E-09
0.0079,4.125497437185720E-11,1.316108792107980E-09
0.008,4.138701631715740E-11,1.320419453002010E-09
0.0081,4.151949073724860E-11,1.324744200912010E-09
0.0082,4.165239904540860E-11,1.329083081599990E-09
