0.0000000E+00	0.0000000E+00	0.0000000E+00
4.2719640E-03	2.6886260E+00	4.7699890E+00
8.5439290E-03	5.3705060E+00	9.5117290E+00
1.2815890E-02	8.0456400E+00	1.4225220E+01
1.7087860E-02	1.0714030E+01	1.8910460E+01
2.1359820E-02	1.3375670E+01	2.3567460E+01
2.5631790E-02	1.6030570E+01	2.8196200E+01
2.9903750E-02	1.8678720E+01	3.2796700E+01
3.7716250E-02	2.3504480E+01	4.1109680E+01
4.5528750E-02	2.8245660E+01	4.9101940E+01
5.3341250E-02	3.2902260E+01	5.6773500E+01
6.1153750E-02	3.7474290E+01	6.4124350E+01
6.8966250E-02	4.1961740E+01	7.1154490E+01
7.6778750E-02	4.6364620E+01	7.7863920E+01
8.4591250E-02	5.0682910E+01	8.4252650E+01
9.3519820E-02	5.5470310E+01	9.0945060E+01
1.0244840E-01	6.0049100E+01	9.7109380E+01
1.1137700E-01	6.4419290E+01	1.0274560E+02
1.2030550E-01	6.8580880E+01	1.0785370E+02
1.2923410E-01	7.2533860E+01	1.1243370E+02
1.3816270E-01	7.6278230E+01	1.1648560E+02
1.4709120E-01	7.9814000E+01	1.2000950E+02
1.5518280E-01	8.2788030E+01	1.2279290E+02
1.6327430E-01	8.5532140E+01	1.2529260E+02
1.7136580E-01	8.8046340E+01	1.2750880E+02
1.7945730E-01	9.0330630E+01	1.2944130E+02
1.8754880E-01	9.2385010E+01	1.3109020E+02
1.9564040E-01	9.4209470E+01	1.3245550E+02
2.0373190E-01	9.5804030E+01	1.3353710E+02
2.1824080E-01	9.8018010E+01	1.3504840E+02
2.3274970E-01	9.9409290E+01	1.3599480E+02
2.4725870E-01	9.9977880E+01	1.3637640E+02
2.6176760E-01	9.9723770E+01	1.3619300E+02
2.7627650E-01	9.8646960E+01	1.3544480E+02
2.9078540E-01	9.6747460E+01	1.3413180E+02
3.0529440E-01	9.4025260E+01	1.3225380E+02
3.1338590E-01	9.2157720E+01	1.3091940E+02
3.2147740E-01	9.0067240E+01	1.2927500E+02
3.2956890E-01	8.7753810E+01	1.2732060E+02
3.3766040E-01	8.5217440E+01	1.2505630E+02
3.4575200E-01	8.2458130E+01	1.2248190E+02
3.5384350E-01	7.9475870E+01	1.1959760E+02
3.6193500E-01	7.6270670E+01	1.1640340E+02
3.7030550E-01	7.2737720E+01	1.1264220E+02
3.7867610E-01	6.9030680E+01	1.0840900E+02
3.8704660E-01	6.5149540E+01	1.0370370E+02
3.9541710E-01	6.1094290E+01	9.8526370E+01
4.0378770E-01	5.6864950E+01	9.2876910E+01
4.1215820E-01	5.2461510E+01	8.6755370E+01
4.2052870E-01	4.7883970E+01	8.0161740E+01
4.2834120E-01	4.3490910E+01	7.3506620E+01
4.3615370E-01	3.9020540E+01	6.6552790E+01
4.4396620E-01	3.4472880E+01	5.9300270E+01
4.5177870E-01	2.9847910E+01	5.1749030E+01
4.5959120E-01	2.5145650E+01	4.3899090E+01
4.6740370E-01	2.0366090E+01	3.5750440E+01
4.7521620E-01	1.5509230E+01	2.7303090E+01
4.7884350E-01	1.3250970E+01	2.3356170E+01
4.8247070E-01	1.0988770E+01	1.9392650E+01
4.8609790E-01	8.7226330E+00	1.5412520E+01
4.8972520E-01	6.4525560E+00	1.1415790E+01
4.9335240E-01	4.1785390E+00	7.4024480E+00
4.9697960E-01	1.9005840E+00	3.3725040E+00
5.0060690E-01	-3.8130990E-01	-6.7404660E-01
5.0507120E-01	-3.1912570E+00	-5.6603510E+00
5.0953540E-01	-5.9932010E+00	-1.0613060E+01
5.1399970E-01	-8.7871420E+00	-1.5532180E+01
5.1846400E-01	-1.1573080E+01	-2.0417700E+01
5.2292830E-01	-1.4351010E+01	-2.5269630E+01
5.2739260E-01	-1.7120940E+01	-3.0087960E+01
5.3185690E-01	-1.9882870E+01	-3.4872700E+01
5.3966940E-01	-2.4695450E+01	-4.3129160E+01
5.4748190E-01	-2.9420690E+01	-5.1057060E+01
5.5529440E-01	-3.4058600E+01	-5.8656380E+01
5.6310690E-01	-3.8609190E+01	-6.5927140E+01
5.7091940E-01	-4.3072440E+01	-7.2869330E+01
5.7873190E-01	-4.7448370E+01	-7.9482950E+01
5.8654440E-01	-5.1736960E+01	-8.5768010E+01
5.9547290E-01	-5.6487110E+01	-9.2337610E+01
6.0440150E-01	-6.1025800E+01	-9.8382130E+01
6.1333010E-01	-6.5353030E+01	-1.0390160E+02
6.2225870E-01	-6.9468790E+01	-1.0889590E+02
6.3118720E-01	-7.3373100E+01	-1.1336520E+02
6.4011580E-01	-7.7065940E+01	-1.1730940E+02
6.4904440E-01	-8.0547320E+01	-1.2072850E+02
6.5713590E-01	-8.3470030E+01	-1.2342730E+02
6.6522740E-01	-8.6161430E+01	-1.2584790E+02
6.7331890E-01	-8.8621500E+01	-1.2799050E+02
6.8141040E-01	-9.0850250E+01	-1.2985490E+02
6.8950200E-01	-9.2847670E+01	-1.3144120E+02
6.9759350E-01	-9.4613780E+01	-1.3274950E+02
7.0568500E-01	-9.6148560E+01	-1.3377960E+02
7.1991490E-01	-9.8219730E+01	-1.3518990E+02
7.3414480E-01	-9.9499390E+01	-1.3605740E+02
7.4837470E-01	-9.9987570E+01	-1.3638220E+02
7.6260460E-01	-9.9684240E+01	-1.3616420E+02
7.7683460E-01	-9.8589410E+01	-1.3540350E+02
7.9106450E-01	-9.6703090E+01	-1.3410000E+02
8.0529440E-01	-9.4025260E+01	-1.3225380E+02
8.1338590E-01	-9.2157720E+01	-1.3091940E+02
8.2147740E-01	-9.0067240E+01	-1.2927500E+02
8.2956890E-01	-8.7753810E+01	-1.2732060E+02
8.3766040E-01	-8.5217440E+01	-1.2505630E+02
8.4575200E-01	-8.2458130E+01	-1.2248190E+02
8.5384350E-01	-7.9475870E+01	-1.1959760E+02
8.6193500E-01	-7.6270670E+01	-1.1640340E+02
8.7030550E-01	-7.2737720E+01	-1.1264220E+02
8.7867610E-01	-6.9030680E+01	-1.0840900E+02
